Alias	BioSample	Chlorophyll Sensor	Depth	Description	ENA checklist	Environment (Biome)	Environment (Feature)	Environment (Material)	Environmental Package	Event Date/Time End	Event Date/Time Start	Event Label	INSDC center alias	INSDC center name	INSDC first public	INSDC last update	INSDC status	Last Update Date	Latitude End	Latitude Start	Longitude End	Longitude Start	Marine Region	Nitrate Sensor	Oxygen Sensor	Project Name	Protocol Label	SRA accession	Salinity Sensor	Sample Collection Device	Sample Name	Sampling Campaign	Sampling Platform	Sampling Station	Size Fraction Lower Threshold	Size Fraction Upper Threshold	Temperature	Title
TARA_Y100000385	SAMEA2620980	1.551493	5	"This sample (TARA_Y100000385) was collected during the Tara Oceans expedition (2009-2013) at station TARA_067 (latitudeN=-32.2401, longitudeE=17.7103) on date/time=2010-09-07T06:19, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.45-0.8 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-09-07T07:44	2010-09-07T06:19	TARA_20100907T0619Z_067_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:48:46Z	public	2014-05-01Z	32.1	-32.2401	17.7	17.7103	"(search radius=5 degrees) Marine Ecoregion:Agulhas Bank (MRGID:21806), Marine Ecoregion:Namaqua (MRGID:21832)"	0.405607	249.351417	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.45-0.8	ERS490193	34.845292	PUMP (High Volume Peristaltic Pump)	ERS490193	TARA_20100905Z	SV Tara	TARA_067	0.45	0.8	12.83445	TARA_20100907T0619Z_067_EVENT_PUMP_P_S_(5 m)_GIRUS_NUC-dry_W0.45-0.8_TARA_Y100000385
TARA_Y100000389	SAMEA2620979	1.551493	5	"This sample (TARA_Y100000389) was collected during the Tara Oceans expedition (2009-2013) at station TARA_067 (latitudeN=-32.2401, longitudeE=17.7103) on date/time=2010-09-07T06:19, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-0.45 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-09-07T07:44	2010-09-07T06:19	TARA_20100907T0619Z_067_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:48:46Z	public	2014-05-01Z	32.1	-32.2401	17.7	17.7103	"(search radius=5 degrees) Marine Ecoregion:Agulhas Bank (MRGID:21806), Marine Ecoregion:Namaqua (MRGID:21832)"	0.405607	249.351417	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.22-0.45	ERS490192	34.845292	PUMP (High Volume Peristaltic Pump)	ERS490192	TARA_20100905Z	SV Tara	TARA_067	0.22	0.45	12.83445	TARA_20100907T0619Z_067_EVENT_PUMP_P_S_(5 m)_GIRUS_NUC-dry_W0.22-0.45_TARA_Y100000389
TARA_Y100000361	SAMEA2620894	0.272648	30	"This sample (TARA_Y100000361) was collected during the Tara Oceans expedition (2009-2013) at station TARA_065 (latitudeN=-35.2421, longitudeE=26.3048) on date/time=2010-07-12T11:03:22, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 30-30 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.1-0.22 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-07-12T12:12	2010-07-12T11:03:22	TARA_20100712T1106Z_065_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:48:41Z	public	2014-05-01Z	-35.2528	-35.2421	26.317	26.3048	"(search radius=5 degrees) Marine Province:Agulhas (MRGID:21760), Marine Province:Northern New Zealand (MRGID:21786), Marine Ecoregion:Natal (MRGID:21805), Marine Ecoregion:Agulhas Bank (MRGID:21806)"	99999	206.43725	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.1-0.22	ERS490089	99999	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS490089	TARA_20100624Z	SV Tara	TARA_065	0.1	0.22	21.81495	TARA_20100712T1106Z_065_Combined-EVENTS_CAST_MB_D_(30 m)_GIRUS_NUC-dry_W0.1-0.22_TARA_Y100000361
TARA_Y100000356	SAMEA2620861	0.215292	5	"This sample (TARA_Y100000356) was collected during the Tara Oceans expedition (2009-2013) at station TARA_065 (latitudeN=-35.1728, longitudeE=26.2868) on date/time=2010-07-12T05:59, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.1-0.22 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-07-12T09:00	2010-07-12T05:59	TARA_20100712T0559Z_065_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:48:40Z	public	2014-05-01Z	-35.2087	-35.1728	26.2932	26.2868	"(search radius=5 degrees) Marine Province:Agulhas (MRGID:21760), Marine Province:Northern New Zealand (MRGID:21786), Marine Ecoregion:Natal (MRGID:21805), Marine Ecoregion:Agulhas Bank (MRGID:21806)"	99999	207.0439	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.1-0.22	ERS490035	35.44666	PUMP (High Volume Peristaltic Pump)	ERS490035	TARA_20100624Z	SV Tara	TARA_065	0.1	0.22	21.81684	TARA_20100712T0559Z_065_EVENT_PUMP_P_S_(5 m)_GIRUS_NUC-dry_W0.1-0.22_TARA_Y100000356
TARA_Y100000401	SAMEA2620836	0.214573	65	"This sample (TARA_Y100000401) was collected during the Tara Oceans expedition (2009-2013) at station TARA_064 (latitudeN=-29.5333, longitudeE=37.9117) on date/time=2010-07-08T06:21, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 63-67 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.1-0.22 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-07-08T08:50	2010-07-08T06:21	TARA_20100708T0621Z_064_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:48:40Z	public	2014-05-01Z	-29.5123	-29.5333	37.8586	37.9117		-0.112031	207.446227	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.1-0.22	ERS490010	35.335545	PUMP (High Volume Peristaltic Pump) with ECOTriplet	ERS490010	TARA_20100624Z	SV Tara	TARA_064	0.1	0.22	22.250309	TARA_20100708T0621Z_064_EVENT_PUMP_P_D_(65 m)_GIRUS_NUC-dry_W0.1-0.22_TARA_Y100000401
TARA_Y100000114	SAMEA2620413	0	5	"This sample (TARA_Y100000114) was collected during the Tara Oceans expedition (2009-2013) at station TARA_048 (latitudeN=-9.3921, longitudeE=66.4228) on date/time=2010-04-19T07:56, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.1-0.22 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-04-19T10:59	2010-04-19T07:56	TARA_20100419T0756Z_048_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:01Z	2015-11-04T11:48:24Z	public	2014-05-01Z	-9.4112	-9.3921	66.3281	66.4228		-2.201764	187.2575	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.1-0.22	ERS489324	34.1689	PUMP (High Volume Peristaltic Pump)	ERS489324	TARA_20100410Z	SV Tara	TARA_048	0.1	0.22	29.818233	TARA_20100419T0756Z_048_EVENT_PUMP_P_S_(5 m)_GIRUS_NUC-dry_W0.1-0.22_TARA_Y100000114
TARA_Y100000052	SAMEA2620198	0.020173	5	"This sample (TARA_Y100000052) was collected during the Tara Oceans expedition (2009-2013) at station TARA_041 (latitudeN=14.6059, longitudeE=69.9776) on date/time=2010-03-30T02:47, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.1-0.22 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-03-30T05:40	2010-03-30T02:47	TARA_20100330T0247Z_041_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:01Z	2015-11-04T11:48:21Z	public	2014-05-01Z	14.5	14.6059	70	69.9776	(search radius=5 degrees) Marine Province:West and South Indian Shelf (MRGID:21777)	-1.343153	187.42925	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.1-0.22	ERS489047	36.024883	PUMP (High Volume Peristaltic Pump)	ERS489047	TARA_20100327Z	SV Tara	TARA_041	0.1	0.22	29.089367	TARA_20100330T0247Z_041_EVENT_PUMP_P_S_(5 m)_GIRUS_NUC-dry_W0.1-0.22_TARA_Y100000052
TARA_Y100000034	SAMEA2620106	0.006724	270	"This sample (TARA_Y100000034) was collected during the Tara Oceans expedition (2009-2013) at station TARA_039 (latitudeN=18.7341, longitudeE=66.3896) on date/time=2010-03-20T08:15:28, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 262-280 m, targeting a mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.1-0.22 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-03-20T16:00	2010-03-20T08:15:28	TARA_20100320T0817Z_039_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-05T17:01:01Z	2015-11-04T11:48:11Z	public	2014-05-01Z	18.735	18.7341	66.3895	66.3896		19.566542	2.303017	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.1-0.22	ERS488945	35.901885	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS488945	TARA_20100309Z	SV Tara	TARA_039	0.1	0.22	15.614195	TARA_20100320T0817Z_039_Combined-EVENTS_CAST_MB_M_(270 m)_GIRUS_NUC-dry_W0.1-0.22_TARA_Y100000034
TARA_Y100000033	SAMEA2620065	0.099089	5	"This sample (TARA_Y100000033) was collected during the Tara Oceans expedition (2009-2013) at station TARA_039 (latitudeN=18.5918, longitudeE=66.622) on date/time=2010-03-18T04:27, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.1-0.22 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-03-18T08:32	2010-03-18T04:27	TARA_20100318T0427Z_039_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:01Z	2015-11-04T11:48:11Z	public	2014-05-01Z	18.5706	18.5918	66.5023	66.622		-1.415582	193.3535	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.1-0.22	ERS488879	36.285367	PUMP (High Volume Peristaltic Pump)	ERS488879	TARA_20100309Z	SV Tara	TARA_039	0.1	0.22	26.81765	TARA_20100318T0427Z_039_EVENT_PUMP_P_S_(5 m)_GIRUS_NUC-dry_W0.1-0.22_TARA_Y100000033
TARA_Y100000296	SAMEA2620039	0.014107	340	"This sample (TARA_Y100000296) was collected during the Tara Oceans expedition (2009-2013) at station TARA_038 (latitudeN=19.0351, longitudeE=64.5638) on date/time=2010-03-16T06:13:30, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 332-350 m, targeting a mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.1-0.22 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-03-16T13:54	2010-03-16T06:13:30	TARA_20100316T0614Z_038_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-05T17:01:01Z	2015-11-04T11:48:21Z	public	2014-05-01Z	18.9918	19.0351	64.5757	64.5638		22.444602	2.369225	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.1-0.22	ERS488853	36.021302	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS488853	TARA_20100309Z	SV Tara	TARA_038	0.1	0.22	14.987618	TARA_20100316T0614Z_038_Combined-EVENTS_CAST_MB_M_(340 m)_GIRUS_NUC-dry_W0.1-0.22_TARA_Y100000296
TARA_Y100000289	SAMEA2620004	0.161808	5	"This sample (TARA_Y100000289) was collected during the Tara Oceans expedition (2009-2013) at station TARA_038 (latitudeN=19.0393, longitudeE=64.4913) on date/time=2010-03-15T03:35, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.1-0.22 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-03-15T05:53	2010-03-15T03:35	TARA_20100315T0335Z_038_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:01Z	2015-11-04T11:48:22Z	public	2014-05-01Z	19.0342	19.0393	64.5162	64.4913		0.889376	199.9355	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.1-0.22	ERS488803	36.617917	PUMP (High Volume Peristaltic Pump)	ERS488803	TARA_20100309Z	SV Tara	TARA_038	0.1	0.22	26.2314	TARA_20100315T0335Z_038_EVENT_PUMP_P_S_(5 m)_GIRUS_NUC-dry_W0.1-0.22_TARA_Y100000289
TARA_Y100000310	SAMEA2619974	0.005649	600	"This sample (TARA_Y100000310) was collected during the Tara Oceans expedition (2009-2013) at station TARA_037 (latitudeN=20.8457, longitudeE=63.5851) on date/time=2010-03-12T17:08:47, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 596-605 m, targeting a mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.1-0.22 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-03-13T14:25	2010-03-12T17:08:47	TARA_20100313T0507Z_037_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-05T17:01:01Z	2015-11-04T11:48:14Z	public	2014-05-01Z	20.8188	20.8457	63.6158	63.5851	(search radius=5 degrees) Marine Ecoregion:Gulf of Oman (MRGID:4267)	31.802451	1.63999	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.1-0.22	ERS488773	35.693546	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS488773	TARA_20100309Z	SV Tara	TARA_037	0.1	0.22	12.066048	TARA_20100313T0507Z_037_Combined-EVENTS_CAST_MB_M_(600 m)_GIRUS_NUC-dry_W0.1-0.22_TARA_Y100000310
TARA_Y100000015	SAMEA2619935	0.129697	5	"This sample (TARA_Y100000015) was collected during the Tara Oceans expedition (2009-2013) at station TARA_036 (latitudeN=20.8183, longitudeE=63.5047) on date/time=2010-03-12T06:06, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.1-0.22 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-03-12T06:56	2010-03-12T06:06	TARA_20100312T0606Z_036_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:01Z	2015-11-04T11:48:13Z	public	2014-05-01Z	20.8151	20.8183	63.5046	63.5047	(search radius=5 degrees) Marine Ecoregion:Gulf of Oman (MRGID:4267)	99999	104.908417	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.1-0.22	ERS488722	36.530058	PUMP (High Volume Peristaltic Pump)	ERS488722	TARA_20100309Z	SV Tara	TARA_036	0.1	0.22	25.581433	TARA_20100312T0606Z_036_EVENT_PUMP_P_S_(5 m)_GIRUS_NUC-dry_W0.1-0.22_TARA_Y100000015
TARA_Y100000004	SAMEA2619888	0.186697	5	"This sample (TARA_Y100000004) was collected during the Tara Oceans expedition (2009-2013) at station TARA_034 (latitudeN=18.3967, longitudeE=39.875) on date/time=2010-01-20T04:27, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.1-0.22 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample is a split of sample(s): TARA_Y100000012."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-01-20T08:30	2010-01-20T04:27	TARA_20100120T0427Z_034_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:01Z	2015-11-04T11:48:07Z	public	2014-05-01Z	18.4017	18.3967	39.855	39.875	"(search radius=5 degrees) Marine Province:Red Sea and Gulf of Aden (MRGID:21776), Marine Ecoregion:Southern Red Sea (MRGID:21918)"	-0.927087	184.061167	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.1-0.22	ERS488658	38.646858	PUMP (High Volume Peristaltic Pump)	ERS488658	TARA_20100108Z	SV Tara	TARA_034	0.1	0.22	27.59865	TARA_20100120T0427Z_034_EVENT_PUMP_P_S_(5 m)_GIRUS_NUC-dry_W0.1-0.22_TARA_Y100000004
TARA_X000001036	SAMEA2619548	0.434367	55	"This sample (TARA_X000001036) was collected during the Tara Oceans expedition (2009-2013) at station TARA_009 (latitudeN=39.0609, longitudeE=5.9422) on date/time=2009-09-28T16:59, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 53-57 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-1.6 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2009-09-28T19:36	2009-09-28T16:59	TARA_20090928T1659Z_009_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:01Z	2015-11-04T11:48:11Z	public	2014-05-01Z	39.0857	39.0609	5.8215	5.9422	(search radius=5 degrees) Marine Ecoregion:Western Mediterranean (MRGID:21896)	99999	99999	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.22-1.6	ERS488147	37.8232	PUMP (High Volume Peristaltic Pump)	ERS488147	TARA_20090926Z	SV Tara	TARA_009	0.22	1.6	16.151933	TARA_20090928T1659Z_009_EVENT_PUMP_P_D_(55 m)_GIRUS_NUC-dry_W0.22-1.6_TARA_X000001036
TARA_X000000950	SAMEA2619531	-0.0247	5	"This sample (TARA_X000000950) was collected during the Tara Oceans expedition (2009-2013) at station TARA_009 (latitudeN=39.1633, longitudeE=5.916) on date/time=2009-09-28T12:18, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-1.6 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2009-09-28T14:18	2009-09-28T12:18	TARA_20090928T1218Z_009_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:01Z	2015-11-04T11:48:07Z	public	2014-05-01Z	39.0784	39.1633	5.8029	5.916	(search radius=5 degrees) Marine Ecoregion:Western Mediterranean (MRGID:21896)	99999	99999	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.22-1.6	ERS488119	37.9751	PUMP (High Volume Peristaltic Pump)	ERS488119	TARA_20090926Z	SV Tara	TARA_009	0.22	1.6	23.8526	TARA_20090928T1218Z_009_EVENT_PUMP_P_S_(5 m)_GIRUS_NUC-dry_W0.22-1.6_TARA_X000000950
TARA_Y100000120	SAMEA2620428	0.118772	5	"This sample (TARA_Y100000120) was collected during the Tara Oceans expedition (2009-2013) at station TARA_049 (latitudeN=-16.8084, longitudeE=59.5043) on date/time=2010-04-23T10:10, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-1.6 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-04-23T11:48	2010-04-23T10:10	TARA_20100423T1010Z_049_EVENT_PUMP	GSC	Genoscope	2014-07-18T17:01:27Z	2015-11-04T11:48:25Z	public	2014-05-01Z	-16.8083	-16.8084	59.5043	59.5043	"(search radius=5 degrees) Marine Ecoregion:Cargados Carajos/Tromelin Island (MRGID:22029), Marine Ecoregion:Mascarene Islands (MRGID:22030)"	-2.201764	192.600167	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.22-1.6	ERS489341	34.486167	PUMP (High Volume Peristaltic Pump)	ERS489341	TARA_20100410Z	SV Tara	TARA_049	0.22	1.6	28.272783	TARA_20100423T1010Z_049_EVENT_PUMP_P_S_(5 m)_GIRUS_NUC-dry_W0.22-1.6_TARA_Y100000120
TARA_Y100000100	SAMEA2620373	0.121909	5	"This sample (TARA_Y100000100) was collected during the Tara Oceans expedition (2009-2013) at station TARA_046 (latitudeN=-0.6625, longitudeE=73.161) on date/time=2010-04-15T02:01, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-1.6 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-04-15T05:28	2010-04-15T02:01	TARA_20100415T0201Z_046_EVENT_PUMP	GSC	Genoscope	2014-07-18T17:01:27Z	2015-11-04T11:48:24Z	public	2014-05-01Z	-0.6623	-0.6625	73.1611	73.161	(search radius=5 degrees) Marine Province:Central Indian Ocean Islands (MRGID:21774)	0.477267	185.733167	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.22-1.6	ERS489274	35.111283	PUMP (High Volume Peristaltic Pump)	ERS489274	TARA_20100410Z	SV Tara	TARA_046	0.22	1.6	30.12565	TARA_20100415T0201Z_046_EVENT_PUMP_P_S_(5 m)_GIRUS_NUC-dry_W0.22-1.6_TARA_Y100000100
