Biosample ID,SRA ID,OrganismName,depth,description,ENA checklist,EVENT_Device,Event Date/Time,IHO,INSDC center name,INSDC first public,INSDC last update,INSDC status,Latitude End,Latitude Start,Longitude End,Longitude Start,Marine Region,Protocol Label,SAMPLE_Title,SAMPLING_Objective,SRA accession,salinity,Sample Name,Sampling Campaign,Sampling Platform,Sampling Site,temperature,Title,broad-scale environmental context,environment (feature),environment (material),environmental package,mrgid,Attributes/Attribute/33/_attribute_name,Attributes/Attribute/33/_harmonized_name,Attributes/Attribute/33/_display_name,project name,_publication_date,_last_update,_submission_date,_id,_accession
SAMEA3275583,ERS667601,marine metagenome,1,time-series of coastal variability,ERC000027,niskin bottle,2014-06-21T10:30:00+00,North Atlantic Ocean,OSD_Duke University,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,34.7181,34.7181,-76.6707,-76.6707,North Atlantic Ocean,NPL022,OSD58_2014-06-21_1m_NPL022,time-series of coastal variability,ERS667601,35.8,ERS667601,OSD-Jun-2014,dock,"OSD58,PICO (Pivers Island)",25.8,OSD58_2014-06-21_1m_NPL022,coastal marine estuary,estuary,ocean water,water,1912,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T23:02:33.113,2015-03-04T08:10:53.097,3386871,SAMEA3275583
SAMEA3275581,ERS667599,marine metagenome,0.5,"Sampling the surface water for microbial community characterization in the Vineyard Sound off a dock in Woods Hole, MA.",ERC000027,Bucket,2014-06-21T16:08:00+00,North Atlantic Ocean,"OSD_Josephine Bay Paul Center for Comparative Molecular Biology and Evolution, Marine Biological Laboratory",2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,41.524467,41.524467,-70.672174,-70.672174,North Atlantic Ocean,NPL022,OSD61_2014-06-21_0.5m_NPL022,"Sampling the surface water for microbial community characterization in the Vineyard Sound off a dock in Woods Hole, MA.",ERS667599,30.7,ERS667599,OSD-Jun-2014,Dock,"OSD61,Vineyard Sound",19.2,OSD61_2014-06-21_0.5m_NPL022,ENVO:00000447,ENVO:00002042,ENVO:00002010,water,1912,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T23:02:32.660,2015-03-04T08:10:52.987,3386869,SAMEA3275581
SAMEA3275580,ERS667598,marine metagenome,0.2,surface seawater microbiome in Menai Straits,ERC000027,"10 L polypropylene bottles, thermometer, refractometer",2014-06-21T10:00:00+00,Irish Sea and St. George's Channel,OSD_Bangor University,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,53.225417,53.225417,-4.159028,-4.159028,Irish Sea and St. George's Channel,NPL022,OSD62_2014-06-21_0.2m_NPL022,surface seawater microbiome in Menai Straits,ERS667598,34,ERS667598,OSD-Jun-2014,Floating pier,"OSD62,Menai Straits (Bangor)",16,OSD62_2014-06-21_0.2m_NPL022,Surface Water,-,,water,2357,,,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T23:02:32.427,2015-03-04T08:10:52.877,3386868,SAMEA3275580
SAMEA3275579,ERS667597,marine metagenome,0,Ocean Sampling Day June 2014,ERC000027,5 LT bottle,2014-06-20T12:30:00+00,Adriatic Sea,OSD_National Research Council - Institute of Marine Science (ISMAR - CNR),2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,45.31435,45.31435,12.508317,12.508317,Adriatic Sea,NPL022,OSD63_2014-06-20_0m_NPL022,Ocean Sampling Day June 2014,ERS667597,32.768,ERS667597,OSD-Jun-2014,CNR LITUS BOAT,"OSD63,Venice Acqua Alta",21.781,OSD63_2014-06-20_0m_NPL022,ENVO:00000447 MARINE BIOME,ENVO:00002042 SURFACE WATER,ENVO:00002010 SEAWATER,water,3314,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:27.297,2015-03-04T08:10:52.767,3386867,SAMEA3275579
SAMEA3275578,ERS667596,marine metagenome,1,"OSD in the bay of Odessa, Black Sea, Ukraine",ERC000027,Nansen bottle,2014-06-21T11:30:00+00,Black Sea,"OSD_Odessa National I.I. Mechnikov University, biology faculty",2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,46.44155,46.44155,30.77595,30.77595,Black Sea,NPL022,OSD64_2014-06-21_1m_NPL022,"OSD in the bay of Odessa, Black Sea, Ukraine",ERS667596,17.63,ERS667596,OSD-Jun-2014,UOA-7119PM171G,"OSD64,Odessa (Ukraine)",20.3,OSD64_2014-06-21_1m_NPL022,Marine,Surface water,sea water,water,3319,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:27.470,2015-03-04T08:10:52.673,3386866,SAMEA3275578
SAMEA3275577,ERS667595,marine metagenome,0.1,collect water samples for microbial analysis.,ERC000027,Sterilised wine bottle,2014-06-20T10:30:00+00,South Pacific Ocean,OSD_University of Auckland,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,-36.292794,-36.292794,174.818567,174.818567,South Pacific Ocean,NPL022,OSD65_2014-06-20_0.1m_NPL022,collect water samples for microbial analysis.,ERS667595,34,ERS667595,OSD-Jun-2014,Boat,"OSD65,Leigh Marine Laboratory (NZ)",16,OSD65_2014-06-20_0.1m_NPL022,"ocean, this term applies to plant growth forms.",open coast,seawater,water,1910,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:27.627,2015-03-04T08:10:52.563,3386865,SAMEA3275577
SAMEA3275576,ERS667594,marine metagenome,0,OSD samplig,ERC000027,10 L bottle,2014-06-21T16:08:00+00,Adriatic Sea,"OSD_Department of Biology, University of Padova",2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,45.4568,45.4568,12.2605,12.2605,Adriatic Sea,NPL022,OSD69_2014-06-21_0m_NPL022,OSD samplig,ERS667594,29.41,ERS667594,OSD-Jun-2014,UNIPD Boat,"OSD69,Venice - Marghera",25.7,OSD69_2014-06-21_0m_NPL022,"ENVO:00000038, ""LAGOON""","ENVO:00002042, ""SURFACE WATER""","ENVO:00002019, ""BRACKISH WATER""",water,3314,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:26.813,2015-03-04T08:10:52.483,3386864,SAMEA3275576
SAMEA3275575,ERS667593,marine metagenome,0,OSD sampling,ERC000027,10 L bottle,2014-06-21T12:11:00+00,Adriatic Sea,"OSD_Department of Biology, University of Padova",2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,45.4142,45.4142,12.4378,12.4378,Adriatic Sea,NPL022,OSD70_2014-06-21_0m_NPL022,OSD sampling,ERS667593,31.67,ERS667593,OSD-Jun-2014,UNIPD Boat,"OSD70,Venice - Lido",23.4,OSD70_2014-06-21_0m_NPL022,"ENVO:01000047, MEDITERREAN SEA BIOME","ENVO:00002042, SURFACE WATER","ENVO:00002010, SEA WATER",water,3314,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:27.140,2015-03-04T08:10:52.383,3386863,SAMEA3275575
SAMEA3275574,ERS667592,marine metagenome,0,"We collected samples for prokaryotes and eukaryotes in one sampling site located in the waters of the South Pacific, offshore of Otago Peninsula. This region has been continuously monitored for more than in decade via a regular (bi)monthly sampling, but mainly colecting physicochemical data",ERC000027,Bucket and Horiba U-50 Multiparameter,2014-06-21T11:35:00+00,South Pacific Ocean,"OSD_Department of Marine Science, University of Otago",2015-03-03T17:02:18Z,2017-11-06T14:26:13Z,public,-45.7442,-45.7442,170.7706,170.7706,South Pacific Ocean,NPL022,OSD71_2014-06-21_0m_NPL022,"We collected samples for prokaryotes and eukaryotes in one sampling site located in the waters of the South Pacific, offshore of Otago Peninsula. This region has been continuously monitored for more than in decade via a regular (bi)monthly sampling, but mainly colecting physicochemical data",ERS667592,35.2,ERS667592,OSD-Jun-2014,"research vessel, BERYL BREWIN","OSD71,Otago",10.99,OSD71_2014-06-21_0m_NPL022,ENVO:00000447 for marine biome,ENVO:00002042 for surface water,ENVO:00002010 for seawater,water,1910,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:26.987,2015-03-04T08:10:52.307,3386862,SAMEA3275574
SAMEA3275573,ERS667591,marine metagenome,0.8,"Monthly sampling at Boknis Eck began on 30 April 1957. Thus, Boknis Eck is one of the oldest - still operated - time series sites worldwide.",ERC000027,CTD with Niskin bottle rossette and single Niskin bottles (10l),2014-07-21T10:12:00+00,Kattegat,"OSD_University of Kiel, GEOMAR Helmholtz Center for Ocean Research",2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,54.8333,54.8333,10,10,Kattegat,NPL022,OSD72_2014-07-21_0.8m_NPL022,"Monthly sampling at Boknis Eck began on 30 April 1957. Thus, Boknis Eck is one of the oldest - still operated - time series sites worldwide.",ERS667591,14.253,ERS667591,OSD-Jun-2014,RV Lttorina,"OSD72,Boknis Eck, Baltic Sea",13.994,OSD72_2014-07-21_0.8m_NPL022,ENVO:00000447,ENVO:00002042,ENVO:00002010,water,2374,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:26.313,2015-03-04T08:10:52.210,3386861,SAMEA3275573
SAMEA3275568,ERS667586,marine metagenome,0.5,Metagenomic research on seawater of the NW Adriatic Sea,ERC000027,tank/CTD,2014-06-20T10:15:00+00,Adriatic Sea,"OSD_University of Urbino, Dep. of Biomolecular Sciences, Section of Environmental Biology",2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,43.9475,43.9475,12.935,12.935,Adriatic Sea,NPL022,OSD76_2014-06-20_0.5m_NPL022,Metagenomic research on seawater of the NW Adriatic Sea,ERS667586,27.78,ERS667586,OSD-Jun-2014,Athena Research Vessel_Urbino University_Italy,"OSD76,Italy - Foglia",23.61,OSD76_2014-06-20_0.5m_NPL022,ENVO:00000447,ENVO:00000447,seawater,water,3314,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:26.157,2015-03-04T08:10:51.920,3386858,SAMEA3275568
SAMEA3275567,ERS667585,marine metagenome,0.5,Metagenomic research on seawater of the NW Adriatic Sea,ERC000027,tank/CTD,2014-06-20T12:00:00+00,Adriatic Sea,"OSD_University of Urbino, Dep. of Biomolecular Sciences, Section of Environmental Biology",2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,44,43.8514,13,13.0731,Adriatic Sea,NPL022,OSD77_2014-06-20_0.5m_NPL022,Metagenomic research on seawater of the NW Adriatic Sea,ERS667585,26.29,ERS667585,OSD-Jun-2014,Athena Research Vessel_Urbino University_Italy,"OSD77,Italy - Metauro",24.1,OSD77_2014-06-20_0.5m_NPL022,ENVO:00000447,ENVO:00000447,seawater,water,3314,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:26.000,2015-03-04T08:10:51.800,3386857,SAMEA3275567
SAMEA3275565,ERS667583,marine metagenome,0.5,short abstract,ERC000027,5 L Niskin bottle,2014-06-21T10:00:00+00,Adriatic Sea,OSD_CONISMA,2015-03-03T17:02:18Z,2017-11-06T14:27:12Z,public,43.57,43.57,13.595,13.595,Adriatic Sea,NPL022,OSD78_2014-06-21_0.5m_NPL022,short abstract,ERS667583,34.33,ERS667583,OSD-Jun-2014,CONISMA - URL ANCONA,"OSD78,Italy - CONISMA",24.25,OSD78_2014-06-21_0.5m_NPL022,ENVO:00000447 for marine biome,ENVO:00002042 for surface water,ENVO:00000569 for seawater,water,3314,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:25.830,2015-03-04T08:10:51.710,3386856,SAMEA3275565
SAMEA3275564,ERS667582,marine metagenome,0,"As part of the Arctic Science partnership, the Young Sound\ncampaign aims to investigate the physical, chemical, and\nbiological interactions between atmosphere, sea ice, and ocean",ERC000027,40L bucket,2014-06-21T16:30:00+00,Greenland Sea,OSD_University of Alaska Fairbanks,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,74.31,74.31,-20.3043,-20.3043,Greenland Sea,NPL022,OSD80_2014-06-21_0m_NPL022,"As part of the Arctic Science partnership, the Young Sound\ncampaign aims to investigate the physical, chemical, and\nbiological interactions between atmosphere, sea ice, and ocean",ERS667582,5,ERS667582,OSD-Jun-2014,"92, ice shelf","OSD80,Greenland - Young Sound",-0.1,OSD80_2014-06-21_0m_NPL022,ENVO:00000447,ENVO:00002042,ENVO:00002010,water,2356,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:25.690,2015-03-04T08:10:51.593,3386855,SAMEA3275564
SAMEA3275562,ERS667580,marine metagenome,2,"As part of the Arctic Science partnership, the Young Sound\ncampaign aims to investigate the physical, chemical, and\nbiological interactions between atmosphere, sea ice, and ocean",ERC000027,peristaltic pump,2014-06-21T14:30:00+00,Greenland Sea,OSD_University of Alaska Fairbanks,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,74.31,74.31,-20.3043,-20.3043,Greenland Sea,NPL022,OSD80_2014-06-21_2m_NPL022,"As part of the Arctic Science partnership, the Young Sound\ncampaign aims to investigate the physical, chemical, and\nbiological interactions between atmosphere, sea ice, and ocean",ERS667580,32,ERS667580,OSD-Jun-2014,"92, ice shelf","OSD80,Greenland - Young Sound",-1.6,OSD80_2014-06-21_2m_NPL022,ENVO:00000447,ENVO:00002042,ENVO:00002010,water,2356,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:25.343,2015-03-04T08:10:51.500,3386854,SAMEA3275562
SAMEA3275561,ERS667579,marine metagenome,0,"Comparative study of microbial diversity and function in ocean (site OSD153) versus coastal lagoon (site OSD81) waters representing unique ecosystems located in southern Portugal. These samples make part of a larger research initiative that will tackle the microbial biogeography along the Portuguese coast, extending to its oceanic archipelagos (i.e. Madeira and Azores).",ERC000027,"5L Plastic water Gallons, Disinfected",2014-06-21T10:58:00+00,North Atlantic Ocean,"OSD_Centre of Marine Sciences, Portugal",2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,37.005053,37.005053,-7.973119,-7.973119,North Atlantic Ocean,NPL022,OSD81_2014-06-21_0m_NPL022,"Comparative study of microbial diversity and function in ocean (site OSD153) versus coastal lagoon (site OSD81) waters representing unique ecosystems located in southern Portugal. These samples make part of a larger research initiative that will tackle the microbial biogeography along the Portuguese coast, extending to its oceanic archipelagos (i.e. Madeira and Azores).",ERS667579,34.3,ERS667579,OSD-Jun-2014,Boat,"OSD81,Ria Formosa lagoon",22.2,OSD81_2014-06-21_0m_NPL022,Marine,Surface,Seawater,water,1912,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:25.517,2015-03-04T08:10:51.433,3386853,SAMEA3275561
SAMEA3275559,ERS667577,marine metagenome,2,"Dataset on microbial diversity and function from a unique environment such as Etoliko Lagoon, Greece",ERC000027,5L Niskin Bottle,2014-06-21T10:00:00+00,Ionian Sea,OSD_University of Patras,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,38.48435,38.48435,21.31689,21.31689,Ionian Sea,NPL022,OSD90_2014-06-21_2m_NPL022,"Dataset on microbial diversity and function from a unique environment such as Etoliko Lagoon, Greece",ERS667577,15.09,ERS667577,OSD-Jun-2014,Research Vessel,"OSD90,Etoliko lagoon",26.29,OSD90_2014-06-21_2m_NPL022,ENVO:01000252 freshwater lake biome,ENVO:00002042 surface water,ENVO:00000021 freshwater lake,water,3351,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:25.187,2015-03-04T08:10:51.327,3386852,SAMEA3275559
SAMEA3275558,ERS667576,marine metagenome,2,Exploring diversity,ERC000027,bottle 5L,2014-06-21T11:00:00+00,North Atlantic Ocean,OSD_Institut Pasteur du Maroc,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,32.74675,32.74675,-9.036667,-9.036667,North Atlantic Ocean,NPL022,OSD91_2014-06-21_2m_NPL022,Exploring diversity,ERS667576,27.24,ERS667576,OSD-Jun-2014,ship,"OSD91,Oualidiya (El oualidia)",19,OSD91_2014-06-21_2m_NPL022,ENVO 01000043,ENVO 00000569,ENVO 00002150,water,1912,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:25.030,2015-03-04T08:10:51.263,3386851,SAMEA3275558
SAMEA3275557,ERS667575,marine metagenome,2,Exploring diversity,ERC000027,bottle 5L,2014-06-21T11:00:00+00,North Atlantic Ocean,OSD_Institut Pasteur du Maroc,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,33.583917,33.583917,-7.700639,-7.700639,North Atlantic Ocean,NPL022,OSD92_2014-06-21_2m_NPL022,Exploring diversity,ERS667575,30.75,ERS667575,OSD-Jun-2014,ship,"OSD92,Casablanca",24,OSD92_2014-06-21_2m_NPL022,ENVO 01000043,ENVO 00000569,ENVO 00002150,water,1912,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:24.830,2015-03-04T08:10:51.197,3386850,SAMEA3275557
SAMEA3275556,ERS667574,marine metagenome,2,Exploring diversity,ERC000027,bottle 5L,2014-06-21T11:00:00+00,North Atlantic Ocean,OSD_Institut Pasteur du Maroc,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,33.259611,33.259611,-8.499222,-8.499222,North Atlantic Ocean,NPL022,OSD93_2014-06-21_2m_NPL022,Exploring diversity,ERS667574,32.88,ERS667574,OSD-Jun-2014,ship,"OSD93,Eljadida",19,OSD93_2014-06-21_2m_NPL022,ENVO 01000043,ENVO 00000569,ENVO 00002150,water,1912,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:24.673,2015-03-04T08:10:51.100,3386849,SAMEA3275556
SAMEA3275555,ERS667573,marine metagenome,0,exploring diversity,ERC000027,bottle 5L,2014-06-21T10:30:00+00,Alboran Sea,"OSD_Faculty of Science of Oujda, University Mohamed First",2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,35.086353,35.086353,-2.214658,-2.214658,Alboran Sea,NPL022,OSD94_2014-06-21_0m_NPL022,exploring diversity,ERS667573,31,ERS667573,OSD-Jun-2014,ship,"OSD94,Saidia Marina",23.6,OSD94_2014-06-21_0m_NPL022,ENVO 01000047,ENVO 0000569,ENVO 00002150,water,3324,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:24.530,2015-03-04T08:10:50.970,3386848,SAMEA3275555
SAMEA3275553,ERS667571,marine metagenome,0,Microbial environment characterization,ERC000027,Bucket,2014-06-21T11:50:00+00,North Atlantic Ocean,"OSD_Josephine Bay Paul Center for Comparative Molecular Biology and Evolution, Marine Biological Laboratory",2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,37.4257,37.4257,-25.3156,-25.3156,North Atlantic Ocean,NPL022,OSD96_2014-06-21_0m_NPL022,Microbial environment characterization,ERS667571,35,ERS667571,OSD-Jun-2014,Zephirus (zodiac),"OSD96,Sao Miguel Azores I",18.5,OSD96_2014-06-21_0m_NPL022,ENVO:00000447,ENVO:00002042,ENVO:00002010,water,1912,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:24.220,2015-03-04T08:10:50.757,3386846,SAMEA3275553
SAMEA3275552,ERS667570,marine metagenome,0.5,"Water sampling for surface microbial community characterization in Faial-Pico channel, a highly dynamic region influenced by tides charactherized by semidiurnal periodocity with maximum values during falling sea level. SST varies from 16ÂºC (winter/spring months) to 24ÂºC (summer/autumn months) with 0,1mg/m3 Chla (summer /autumn months) to about 2mg/m3 (winter/spring months)",ERC000027,bucket,2014-06-21T11:35:00+00,North Atlantic Ocean,"OSD_Josephine Bay Paul Center for Comparative Molecular Biology and Evolution, Marine Biological Laboratory",2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,38.5297,38.5297,-28.601778,-28.601778,North Atlantic Ocean,NPL022,OSD97_2014-06-21_0.5m_NPL022,"Water sampling for surface microbial community characterization in Faial-Pico channel, a highly dynamic region influenced by tides charactherized by semidiurnal periodocity with maximum values during falling sea level. SST varies from 16ÂºC (winter/spring months) to 24ÂºC (summer/autumn months) with 0,1mg/m3 Chla (summer /autumn months) to about 2mg/m3 (winter/spring months)",ERS667570,35.6,ERS667570,OSD-Jun-2014,Semi-Inflatable Vessel Pintado,"OSD97,Faial Azores",16.9,OSD97_2014-06-21_0.5m_NPL022,ENVO:01000048; ENVO:01000035,ENVO:00002150; ENVO:00002042; ENVO:01000061,ENVO:00002010; ENVO:00002150,water,1912,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:24.017,2015-03-04T08:10:50.680,3386845,SAMEA3275552
SAMEA3275551,ERS667569,marine metagenome,0.5,Water sample from dock in Urzelina for microbial community,ERC000027,bucket,2014-06-21T11:40:00+00,North Atlantic Ocean,"OSD_Josephine Bay Paul Center for Comparative Molecular Biology and Evolution, Marine Biological Laboratory",2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,38.64,38.64,-28.13,-28.13,North Atlantic Ocean,NPL022,OSD98_2014-06-21_0.5m_NPL022,Water sample from dock in Urzelina for microbial community,ERS667569,35.6,ERS667569,OSD-Jun-2014,from shore,"OSD98,Sao Jorge Azores",18.7,OSD98_2014-06-21_0.5m_NPL022,ENVO:00000447,ENVO:00002042,ENVO:00002010,water,1912,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:23.877,2015-03-04T08:10:50.573,3386844,SAMEA3275551
SAMEA3275549,ERS667567,marine metagenome,1,C1 is an Italian LTER site for the North Adriatic Sea (Italy). The OSD project will enrich the present time series data set with the state-of-the-art sequencing information on the microbial community,ERC000027,"5 L Niskin Bottle, PAR, CTD",2014-06-21T11:24:00+00,Adriatic Sea,OSD_OGS (National Institute of Oceanography and Experimental Geophysic),2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,45.70092,45.70092,13.71003,13.71003,Adriatic Sea,NPL022,OSD99_2014-06-21_1m_NPL022,C1 is an Italian LTER site for the North Adriatic Sea (Italy). The OSD project will enrich the present time series data set with the state-of-the-art sequencing information on the microbial community,ERS667567,33.931,ERS667567,OSD-Jun-2014,Research Vessel: VF RAFF 07,"OSD99,C1 North Adriatic Italy",20.821,OSD99_2014-06-21_1m_NPL022,ENVO:00000447,ENVO:00002042,ENVO:00002010,water,3314,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:23.720,2015-03-04T08:10:50.327,3386843,SAMEA3275549
SAMEA3275547,ERS667565,marine metagenome,1,Water sampling for prokaryotes.,ERC000027,Niskin bottles,2014-06-22T10:00:00+00,Aegean Sea,OSD_Hellenic Centre for Marine Research,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,35.35,35.35,25.29,25.29,Aegean Sea,NPL022,OSD100_2014-06-22_1m_NPL022,Water sampling for prokaryotes.,ERS667565,39.05,ERS667565,OSD-Jun-2014,Research Vessel Alkyon,"OSD100,Crete - GOS",24.21,OSD100_2014-06-22_1m_NPL022,ENVO:01000035,ENVO:00002223,ENVO:00002042,water,3315,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:23.563,2015-03-04T08:10:50.120,3386842,SAMEA3275547
SAMEA3275546,ERS667564,marine metagenome,0,OSD 2014 at Madeira Island,ERC000027,ACID WASHED RECIPIENT,2014-06-21T11:05:00+00,North Atlantic Ocean,OSD_MARE - Marine and Environmental Sciences Centre,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,32.741808,32.741808,-16.711281,-16.711281,North Atlantic Ocean,NPL022,OSD101_2014-06-21_0m_NPL022,OSD 2014 at Madeira Island,ERS667564,37,ERS667564,OSD-Jun-2014,Land,"OSD101,Quinta do Lorde (Costa Sul)",20.5,OSD101_2014-06-21_0m_NPL022,ENVO:00000447,ENVO:00002042,ENVO.00002110,water,1912,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:23.377,2015-03-04T08:10:50.017,3386841,SAMEA3275546
SAMEA3275545,ERS667563,marine metagenome,0,OSD2014 at Madeira Island,ERC000027,ACID WASHED RECIPIENT,2014-06-21T12:00:00+00,North Atlantic Ocean,OSD_MARE - Marine and Environmental Sciences Centre,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,32.64605,32.64605,-16.910158,-16.910158,North Atlantic Ocean,NPL022,OSD102_2014-06-21_0m_NPL022,OSD2014 at Madeira Island,ERS667563,36,ERS667563,OSD-Jun-2014,Ground,"OSD102,Marina do Funchal (Costa Sul)",20.8,OSD102_2014-06-21_0m_NPL022,ENVO:00000447,ENVO:00002042,ENVO.00002110,water,1912,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:23.233,2015-03-04T08:10:49.923,3386840,SAMEA3275545
SAMEA3275544,ERS667562,marine metagenome,0,OSD2014 at Madeira Island,ERC000027,ACID WASHED RECIPIENT,2014-06-21T10:15:00+00,North Atlantic Ocean,OSD_MARE - Marine and Environmental Sciences Centre,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,32.7747,32.7747,-16.828664,-16.828664,North Atlantic Ocean,NPL022,OSD103_2014-06-21_0m_NPL022,OSD2014 at Madeira Island,ERS667562,37,ERS667562,OSD-Jun-2014,Ground,"OSD103,Porto da Cruz (Costa Norte)",20.2,OSD103_2014-06-21_0m_NPL022,ENVO:00000447,ENVO:00002042,ENVO.00002110,water,1912,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:23.080,2015-03-04T08:10:49.837,3386839,SAMEA3275544
SAMEA3275543,ERS667561,marine metagenome,4.12,"As part of the Arctic Science partnership, the Cambridge Bay campaign aims to investigate the physical, chemical, and biological interactions between atmosphere, sea ice, and ocean",ERC000027,peristaltic pump,2014-06-21T11:39:00+00,Northwestern Passages,OSD_University of Alaska Fairbanks,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,69.023323,69.023323,-105.34339,-105.34339,Northwestern Passages,NPL022,OSD105_2014-06-21_4.12m_NPL022,"As part of the Arctic Science partnership, the Cambridge Bay campaign aims to investigate the physical, chemical, and biological interactions between atmosphere, sea ice, and ocean",ERS667561,26.91,ERS667561,OSD-Jun-2014,"92, ice shelf","OSD105,Cambridge Bay, Nunavut, Canada",-0.72,OSD105_2014-06-21_4.12m_NPL022,ENVO:00000447,ENVO:00002042,ENVO:00002010,water,5698,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:22.923,2015-03-04T08:10:49.687,3386838,SAMEA3275543
SAMEA3275542,ERS667560,marine metagenome,0,Microbial diversity,ERC000027,Clean Water Bottles,2014-06-20T11:00:00+00,North Atlantic Ocean,OSD_MATIS,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,65.9449,65.9449,-22.4192,-22.4192,North Atlantic Ocean,NPL022,OSD106_2014-06-20_0m_NPL022,Microbial diversity,ERS667560,19,ERS667560,OSD-Jun-2014,Small research vessel,"OSD106,REYKIS",7.6,OSD106_2014-06-20_0m_NPL022,ENV:00000447,ENV:00002042,ENV:00002010,water,1912,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:22.767,2015-03-04T08:10:49.610,3386837,SAMEA3275542
