Exp_Omic ID	Sample_ID	Archive_ID	Sample name: 	Instrument: 	Strategy: 	Source: 	Selection: 	Layout: 	sample_prep_method	library_kit	Laboratory protocol - extraction, sequencing, etc
EO_59	S_59	SRS2299034	S0559	NextSeq 550	WGS	METAGENOMIC	RANDOM	PAIRED	phenol/chloroform extraction	NextEra XT	Total community DNA was extracted using a phenol/chloroform-based extraction method. Lysing Matrix E beads (MP Biomedicals), 400 ul Phenol:Chloroform:IAA (25:24:1) and 400 ul 2x TENS buffer (100 mM Tris-HCL pH 8.0, 40 mM EDTA, 200 mM NaCl, 2% SDS for 2x buffer) were added to a microcentrifuge tube containing the filter and bead beat for 40 seconds. After spinning at 19,000 x g for 5 minutes, the aqueous phase was transferred into a Phase Lock Gel tube (5 Prime), mixed with an equal volume of chloroform, and then spun at 16,000 RPM for 5 minutes. The supernatant was removed and mixed with an equal volume of AMPure XP beads (Beckman Coulter), and incubated at room temperature for 10 minutes. The beads were washed twice with 75% ethanol, dried, and resuspended in 20 uL ultrapure water. Libraries were constructed by the MIT BioMicro center using the NextEra XT kit and sequenced on an Illumina NextSeq
EO_60	S_60	SRS2299033	S0560	NextSeq 550	WGS	METAGENOMIC	RANDOM	PAIRED	phenol/chloroform extraction	NextEra XT	Total community DNA was extracted using a phenol/chloroform-based extraction method. Lysing Matrix E beads (MP Biomedicals), 400 ul Phenol:Chloroform:IAA (25:24:1) and 400 ul 2x TENS buffer (100 mM Tris-HCL pH 8.0, 40 mM EDTA, 200 mM NaCl, 2% SDS for 2x buffer) were added to a microcentrifuge tube containing the filter and bead beat for 40 seconds. After spinning at 19,000 x g for 5 minutes, the aqueous phase was transferred into a Phase Lock Gel tube (5 Prime), mixed with an equal volume of chloroform, and then spun at 16,000 RPM for 5 minutes. The supernatant was removed and mixed with an equal volume of AMPure XP beads (Beckman Coulter), and incubated at room temperature for 10 minutes. The beads were washed twice with 75% ethanol, dried, and resuspended in 20 uL ultrapure water. Libraries were constructed by the MIT BioMicro center using the NextEra XT kit and sequenced on an Illumina NextSeq
EO_61	S_61	SRS2299013	S0561	NextSeq 550	WGS	METAGENOMIC	RANDOM	PAIRED	phenol/chloroform extraction	NextEra XT	Total community DNA was extracted using a phenol/chloroform-based extraction method. Lysing Matrix E beads (MP Biomedicals), 400 ul Phenol:Chloroform:IAA (25:24:1) and 400 ul 2x TENS buffer (100 mM Tris-HCL pH 8.0, 40 mM EDTA, 200 mM NaCl, 2% SDS for 2x buffer) were added to a microcentrifuge tube containing the filter and bead beat for 40 seconds. After spinning at 19,000 x g for 5 minutes, the aqueous phase was transferred into a Phase Lock Gel tube (5 Prime), mixed with an equal volume of chloroform, and then spun at 16,000 RPM for 5 minutes. The supernatant was removed and mixed with an equal volume of AMPure XP beads (Beckman Coulter), and incubated at room temperature for 10 minutes. The beads were washed twice with 75% ethanol, dried, and resuspended in 20 uL ultrapure water. Libraries were constructed by the MIT BioMicro center using the NextEra XT kit and sequenced on an Illumina NextSeq
EO_62	S_62	SRS2299014	S0562	NextSeq 550	WGS	METAGENOMIC	RANDOM	PAIRED	phenol/chloroform extraction	NextEra XT	Total community DNA was extracted using a phenol/chloroform-based extraction method. Lysing Matrix E beads (MP Biomedicals), 400 ul Phenol:Chloroform:IAA (25:24:1) and 400 ul 2x TENS buffer (100 mM Tris-HCL pH 8.0, 40 mM EDTA, 200 mM NaCl, 2% SDS for 2x buffer) were added to a microcentrifuge tube containing the filter and bead beat for 40 seconds. After spinning at 19,000 x g for 5 minutes, the aqueous phase was transferred into a Phase Lock Gel tube (5 Prime), mixed with an equal volume of chloroform, and then spun at 16,000 RPM for 5 minutes. The supernatant was removed and mixed with an equal volume of AMPure XP beads (Beckman Coulter), and incubated at room temperature for 10 minutes. The beads were washed twice with 75% ethanol, dried, and resuspended in 20 uL ultrapure water. Libraries were constructed by the MIT BioMicro center using the NextEra XT kit and sequenced on an Illumina NextSeq
EO_63	S_63	SRS2299011	S0563	NextSeq 550	WGS	METAGENOMIC	RANDOM	PAIRED	phenol/chloroform extraction	NextEra XT	Total community DNA was extracted using a phenol/chloroform-based extraction method. Lysing Matrix E beads (MP Biomedicals), 400 ul Phenol:Chloroform:IAA (25:24:1) and 400 ul 2x TENS buffer (100 mM Tris-HCL pH 8.0, 40 mM EDTA, 200 mM NaCl, 2% SDS for 2x buffer) were added to a microcentrifuge tube containing the filter and bead beat for 40 seconds. After spinning at 19,000 x g for 5 minutes, the aqueous phase was transferred into a Phase Lock Gel tube (5 Prime), mixed with an equal volume of chloroform, and then spun at 16,000 RPM for 5 minutes. The supernatant was removed and mixed with an equal volume of AMPure XP beads (Beckman Coulter), and incubated at room temperature for 10 minutes. The beads were washed twice with 75% ethanol, dried, and resuspended in 20 uL ultrapure water. Libraries were constructed by the MIT BioMicro center using the NextEra XT kit and sequenced on an Illumina NextSeq
EO_64	S_64	SRS2299012	S0564	NextSeq 550	WGS	METAGENOMIC	RANDOM	PAIRED	phenol/chloroform extraction	NextEra XT	Total community DNA was extracted using a phenol/chloroform-based extraction method. Lysing Matrix E beads (MP Biomedicals), 400 ul Phenol:Chloroform:IAA (25:24:1) and 400 ul 2x TENS buffer (100 mM Tris-HCL pH 8.0, 40 mM EDTA, 200 mM NaCl, 2% SDS for 2x buffer) were added to a microcentrifuge tube containing the filter and bead beat for 40 seconds. After spinning at 19,000 x g for 5 minutes, the aqueous phase was transferred into a Phase Lock Gel tube (5 Prime), mixed with an equal volume of chloroform, and then spun at 16,000 RPM for 5 minutes. The supernatant was removed and mixed with an equal volume of AMPure XP beads (Beckman Coulter), and incubated at room temperature for 10 minutes. The beads were washed twice with 75% ethanol, dried, and resuspended in 20 uL ultrapure water. Libraries were constructed by the MIT BioMicro center using the NextEra XT kit and sequenced on an Illumina NextSeq
EO_65	S_65	SRS2299017	S0565	NextSeq 550	WGS	METAGENOMIC	RANDOM	PAIRED	phenol/chloroform extraction	NextEra XT	Total community DNA was extracted using a phenol/chloroform-based extraction method. Lysing Matrix E beads (MP Biomedicals), 400 ul Phenol:Chloroform:IAA (25:24:1) and 400 ul 2x TENS buffer (100 mM Tris-HCL pH 8.0, 40 mM EDTA, 200 mM NaCl, 2% SDS for 2x buffer) were added to a microcentrifuge tube containing the filter and bead beat for 40 seconds. After spinning at 19,000 x g for 5 minutes, the aqueous phase was transferred into a Phase Lock Gel tube (5 Prime), mixed with an equal volume of chloroform, and then spun at 16,000 RPM for 5 minutes. The supernatant was removed and mixed with an equal volume of AMPure XP beads (Beckman Coulter), and incubated at room temperature for 10 minutes. The beads were washed twice with 75% ethanol, dried, and resuspended in 20 uL ultrapure water. Libraries were constructed by the MIT BioMicro center using the NextEra XT kit and sequenced on an Illumina NextSeq
EO_66	S_66	SRS2299018	S0566	NextSeq 550	WGS	METAGENOMIC	RANDOM	PAIRED	phenol/chloroform extraction	NextEra XT	Total community DNA was extracted using a phenol/chloroform-based extraction method. Lysing Matrix E beads (MP Biomedicals), 400 ul Phenol:Chloroform:IAA (25:24:1) and 400 ul 2x TENS buffer (100 mM Tris-HCL pH 8.0, 40 mM EDTA, 200 mM NaCl, 2% SDS for 2x buffer) were added to a microcentrifuge tube containing the filter and bead beat for 40 seconds. After spinning at 19,000 x g for 5 minutes, the aqueous phase was transferred into a Phase Lock Gel tube (5 Prime), mixed with an equal volume of chloroform, and then spun at 16,000 RPM for 5 minutes. The supernatant was removed and mixed with an equal volume of AMPure XP beads (Beckman Coulter), and incubated at room temperature for 10 minutes. The beads were washed twice with 75% ethanol, dried, and resuspended in 20 uL ultrapure water. Libraries were constructed by the MIT BioMicro center using the NextEra XT kit and sequenced on an Illumina NextSeq
EO_67	S_67	SRS2864722	S0627	NextSeq 550	WGS	METAGENOMIC	RANDOM	PAIRED	phenol/chloroform extraction	NextEra XT	Total community DNA was extracted using a phenol/chloroform-based extraction method. Lysing Matrix E beads (MP Biomedicals), 400 ul Phenol:Chloroform:IAA (25:24:1) and 400 ul 2x TENS buffer (100 mM Tris-HCL pH 8.0, 40 mM EDTA, 200 mM NaCl, 2% SDS for 2x buffer) were added to a microcentrifuge tube containing the filter and bead beat for 40 seconds. After spinning at 19,000 x g for 5 minutes, the aqueous phase was transferred into a Phase Lock Gel tube (5 Prime), mixed with an equal volume of chloroform, and then spun at 16,000 RPM for 5 minutes. The supernatant was removed and mixed with an equal volume of AMPure XP beads (Beckman Coulter), and incubated at room temperature for 10 minutes. The beads were washed twice with 75% ethanol, dried, and resuspended in 20 uL ultrapure water. Libraries were constructed by the MIT BioMicro center using the NextEra XT kit and sequenced on an Illumina NextSeq
EO_68	S_68	SRS2864721	S0628	NextSeq 550	WGS	METAGENOMIC	RANDOM	PAIRED	phenol/chloroform extraction	NextEra XT	Total community DNA was extracted using a phenol/chloroform-based extraction method. Lysing Matrix E beads (MP Biomedicals), 400 ul Phenol:Chloroform:IAA (25:24:1) and 400 ul 2x TENS buffer (100 mM Tris-HCL pH 8.0, 40 mM EDTA, 200 mM NaCl, 2% SDS for 2x buffer) were added to a microcentrifuge tube containing the filter and bead beat for 40 seconds. After spinning at 19,000 x g for 5 minutes, the aqueous phase was transferred into a Phase Lock Gel tube (5 Prime), mixed with an equal volume of chloroform, and then spun at 16,000 RPM for 5 minutes. The supernatant was removed and mixed with an equal volume of AMPure XP beads (Beckman Coulter), and incubated at room temperature for 10 minutes. The beads were washed twice with 75% ethanol, dried, and resuspended in 20 uL ultrapure water. Libraries were constructed by the MIT BioMicro center using the NextEra XT kit and sequenced on an Illumina NextSeq
