SampleID_Tara	BioSample	Chlorophyll Sensor	Depth	Description	ENA checklist	Environment (Biome)	Environment (Feature)	Environment (Material)	Environmental Package	Event Date/Time End	Event Date/Time Start	Event Label	INSDC center alias	INSDC center name	INSDC first public	INSDC last update	INSDC status	Last Update Date	Latitude End	Latitude Start	Longitude End	Longitude Start	Marine Region	Nitrate Sensor	Oxygen Sensor	Project Name	Protocol Label	SRA accession	Salinity Sensor	Sample Collection Device	Sample Name	Sample Status	Sampling Campaign	Sampling Platform	Sampling Station	Size Fraction Upper Threshold	Temperature	Title
TARA_X000001316	SAMEA2619625	99999	5	This sample (TARA_X000001316) was collected during the Tara Oceans expedition (2009-2013) at station TARA_011 (latitudeN=41.6686, longitudeE=2.7996) on date/time=2009-10-04T08:30, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2009-10-04T09:57	2009-10-04T08:30	TARA_20091004T0830Z_011_EVENT_PUMP	GSC	Genoscope	2014-09-15T17:02:28Z	2015-11-04T11:48:10Z	public	2014-05-01Z	40.6686	41.6686	2.7996	2.7996		99999	99999	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS488253	99999	PUMP (High Volume Peristaltic Pump)	ERS488253	This version can be used to provide data discovery services	TARA_20090926Z	SV Tara	TARA_011	0.22	99999	TARA_20091004T0830Z_011_EVENT_PUMP_P_S_(5 m)_VIRUS_NUC-Fe_W<-0.22_TARA_X000001316
TARA_R100001510	SAMEA2622357	0.737378	30	This sample (TARA_R100001510) was collected during the Tara Oceans expedition (2009-2013) at station TARA_109 (latitudeN=2.0299, longitudeE=-84.5546) on date/time=2011-05-12T22:15, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 28-32 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis.	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2011-05-12T23:30	2011-05-12T22:15	TARA_20110512T2215Z_109_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:49:09Z	public	2014-05-01Z	2.0663	2.0299	-84.5304	-84.5546	(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Cocos Islands (MRGID:21970)	3.886605	203.127654	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS492198	34.344808	PUMP (High Volume Peristaltic Pump) with ECOTriplet	ERS492198	This version can be used to provide data discovery services	TARA_20110509Z	SV Tara	TARA_109	0.22	26.532035	TARA_20110512T2215Z_109_EVENT_PUMP_P_D_(30 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100001510
TARA_R100001509	SAMEA2622331	0.28167	5	This sample (TARA_R100001509) was collected during the Tara Oceans expedition (2009-2013) at station TARA_109 (latitudeN=1.9928, longitudeE=-84.5766) on date/time=2011-05-12T14:00, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2011-05-12T17:50	2011-05-12T14:00	TARA_20110512T1400Z_109_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:48:56Z	public	2014-05-01Z	2.0596	1.9928	-84.553	-84.5766	(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Cocos Islands (MRGID:21970)	1.210114	198.635833	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS492160	33.3676	PUMP (High Volume Peristaltic Pump)	ERS492160	This version can be used to provide data discovery services	TARA_20110509Z	SV Tara	TARA_109	0.22	27.617558	TARA_20110512T1400Z_109_EVENT_PUMP_P_S_(5 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100001509
TARA_R100001377	SAMEA2621548	0.540091	90	This sample (TARA_R100001377) was collected during the Tara Oceans expedition (2009-2013) at station TARA_085 (latitudeN=-62.2231, longitudeE=-49.2139) on date/time=2011-01-06T19:34:21, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 80-98 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100001378,TARA_R100001379.	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2011-01-06T21:17	2011-01-06T19:34	TARA_20110106T1936Z_085_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:49:44Z	public	2014-05-01Z	-62.2658	-62.2231	-49.1658	-49.2139	(search radius=5 degrees) Marine Province:Scotia Sea (MRGID:21742), Marine Ecoregion:South Orkney Islands (MRGID:21928)	33.109231	325.402987	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS491107	34.319478	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS491107	This version can be used to provide data discovery services	TARA_20101231Z	SV Tara	TARA_085	0.22	-0.78154	TARA_20110106T1936Z_085_Combined-EVENTS_CAST_MB_D_(90 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100001377
TARA_R100000544	SAMEA2621448	1.01772	40	This sample (TARA_R100000544) was collected during the Tara Oceans expedition (2009-2013) at station TARA_082 (latitudeN=-47.2007, longitudeE=-57.9446) on date/time=2010-12-06T18:58, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 38-42 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100000545,TARA_R100000546.	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-12-06T22:11	2010-12-06T18:58	TARA_20101206T1858Z_082_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:49:47Z	public	2014-05-01Z	-47.1208	-47.2007	-57.8265	-57.9446	(search radius=5 degrees) Marine Ecoregion:Malvinas/Falklands (MRGID:21890)	17.111823	306.211529	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS490953	34.057594	PUMP (High Volume Peristaltic Pump) with ECOTriplet	ERS490953	This version can be used to provide data discovery services	TARA_20101126Z	SV Tara	TARA_082	0.22	6.975635	TARA_20101206T1858Z_082_EVENT_PUMP_P_D_(40 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000544
TARA_R100001224	SAMEA2621271	0.053173	5	This sample (TARA_R100001224) was collected during the Tara Oceans expedition (2009-2013) at station TARA_078 (latitudeN=-30.1367, longitudeE=-43.2899) on date/time=2010-11-04T10:04, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100001160,TARA_R100001161.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-11-04T13:25	2010-11-04T10:04	TARA_20101104T1004Z_078_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:49:17Z	public	2014-05-01Z	-30.1885	-30.1367	-43.2831	-43.2899		-0.385346	221.47475	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS490676	36.32425	PUMP (High Volume Peristaltic Pump)	ERS490676	This version can be used to provide data discovery services	TARA_20101031Z	SV Tara	TARA_078	0.22	19.854083	TARA_20101104T1004Z_078_EVENT_PUMP_P_S_(5 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100001224
TARA_R100001129	SAMEA2621229	0.150865	150	This sample (TARA_R100001129) was collected during the Tara Oceans expedition (2009-2013) at station TARA_076 (latitudeN=-21.0292, longitudeE=-35.3498) on date/time=2010-10-16T16:58:37, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 150-150 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100001130,TARA_R100001131.	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-10-16T18:43	2010-10-16T16:58	TARA_20101016T1700Z_076_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:49:22Z	public	2014-05-01Z	-21.0675	-21.0292	-35.3923	-35.3498	(search radius=5 degrees) Marine Ecoregion:Trindade and Martin Vaz Islands (MRGID:21989), Marine Ecoregion:Eastern Brazil (MRGID:21990)	0.580918	203.814833	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS490610	36.724683	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS490610	This version can be used to provide data discovery services	TARA_20101003Z	SV Tara	TARA_076	0.22	21.643283	TARA_20101016T1700Z_076_Combined-EVENTS_CAST_MB_D_(150 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100001129
TARA_R100001126	SAMEA2621213	0.033622	5	This sample (TARA_R100001126) was collected during the Tara Oceans expedition (2009-2013) at station TARA_076 (latitudeN=-20.9354, longitudeE=-35.1803) on date/time=2010-10-16T09:55, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100001127,TARA_R100001128.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-10-16T12:37	2010-10-16T09:55	TARA_20101016T0955Z_076_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:49:36Z	public	2014-05-01Z	-21.0073	-20.9354	-35.3344	-35.1803	(search radius=5 degrees) Marine Ecoregion:Trindade and Martin Vaz Islands (MRGID:21989), Marine Ecoregion:Eastern Brazil (MRGID:21990)	0.030608	206.194333	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS490557	37.101367	PUMP (High Volume Peristaltic Pump)	ERS490557	This version can be used to provide data discovery services	TARA_20101003Z	SV Tara	TARA_076	0.22	23.349542	TARA_20101016T0955Z_076_EVENT_PUMP_P_S_(5 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100001126
TARA_R100001086	SAMEA2621191	0	800	This sample (TARA_R100001086) was collected during the Tara Oceans expedition (2009-2013) at station TARA_072 (latitudeN=-8.7986, longitudeE=-17.9034) on date/time=2010-10-06T07:58:54, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 800-800 m, targeting a mesopelagic zone (ENVO:00000213) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100001088,TARA_R100001087.	ERC000030	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-10-06T12:45	2010-10-06T07:58	TARA_20101006T0759Z_072_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:48:49Z	public	2014-05-01Z	-8.7887	-8.7986	-17.9142	-17.9034		38.448475	143.1955	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS490522	34.472575	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS490522	This version can be used to provide data discovery services	TARA_20101003Z	SV Tara	TARA_072	0.22	4.673875	TARA_20101006T0759Z_072_Combined-EVENTS_CAST_MB_M_(800 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100001086
TARA_R100001082	SAMEA2621173	0.263939	100	This sample (TARA_R100001082) was collected during the Tara Oceans expedition (2009-2013) at station TARA_072 (latitudeN=-8.7296, longitudeE=-17.9604) on date/time=2010-10-05T15:35, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 98-102 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100001083,TARA_R100001084.	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-10-05T15:42	2010-10-05T15:35	TARA_20101005T1535Z_072_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:49:04Z	public	2014-05-01Z	-8.7006	-8.7296	-17.9915	-17.9604		0.241265	194.428431	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS490494	36.603343	PUMP (High Volume Peristaltic Pump) with ECOTriplet	ERS490494	This version can be used to provide data discovery services	TARA_20101003Z	SV Tara	TARA_072	0.22	24.112672	TARA_20101005T1535Z_072_EVENT_PUMP_P_D_(100 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100001082
TARA_R100001079	SAMEA2621151	0.050608	5	This sample (TARA_R100001079) was collected during the Tara Oceans expedition (2009-2013) at station TARA_072 (latitudeN=-8.7789, longitudeE=-17.9099) on date/time=2010-10-05T08:00, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100001080,TARA_R100001081.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-10-05T09:23	2010-10-05T08:00	TARA_20101005T0800Z_072_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:48:51Z	public	2014-05-01Z	-8.7788	-8.7789	-17.9098	-17.9099		0.263475	199.1195	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS490452	36.42324	PUMP (High Volume Peristaltic Pump)	ERS490452	This version can be used to provide data discovery services	TARA_20101003Z	SV Tara	TARA_072	0.22	25.02619	TARA_20101005T0800Z_072_EVENT_PUMP_P_S_(5 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100001079
TARA_R100001039	SAMEA2621107	0.003811	800	This sample (TARA_R100001039) was collected during the Tara Oceans expedition (2009-2013) at station TARA_070 (latitudeN=-20.4075, longitudeE=-3.1641) on date/time=2010-09-21T11:57:54, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 785-812 m, targeting a mesopelagic zone (ENVO:00000213) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100001040,TARA_R100001041.	ERC000030	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-09-22T13:16	2010-09-21T11:57	TARA_20100922T0637Z_070_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:48:56Z	public	2014-05-01Z	-20.3356	-20.4075	-3.2659	-3.1641		37.7793	161.730633	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS490388	34.443883	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS490388	This version can be used to provide data discovery services	TARA_20100905Z	SV Tara	TARA_070	0.22	4.216697	TARA_20100922T0637Z_070_Combined-EVENTS_CAST_MB_M_(800 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100001039
TARA_R100001015	SAMEA2621085	0.324315	5	This sample (TARA_R100001015) was collected during the Tara Oceans expedition (2009-2013) at station TARA_070 (latitudeN=-20.4091, longitudeE=-3.1759) on date/time=2010-09-21T06:55, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100001016,TARA_R100001017.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-09-21T08:07	2010-09-21T06:55	TARA_20100921T0655Z_070_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:49:07Z	public	2014-05-01Z	-20.3976	-20.4091	-3.2009	-3.1759		0.168013	215.650833	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS490346	36.376225	PUMP (High Volume Peristaltic Pump)	ERS490346	This version can be used to provide data discovery services	TARA_20100905Z	SV Tara	TARA_070	0.22	19.776808	TARA_20100921T0655Z_070_EVENT_PUMP_P_S_(5 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100001015
TARA_R100000995	SAMEA2621061	0.42458	50	This sample (TARA_R100000995) was collected during the Tara Oceans expedition (2009-2013) at station TARA_068 (latitudeN=-31.027, longitudeE=4.6802) on date/time=2010-09-14T13:30, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 48-52 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100000998,TARA_R100000996,TARA_R100000999,TARA_R100000997.	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-09-14T15:07	2010-09-14T13:30	TARA_20100914T1330Z_068_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:48:59Z	public	2014-05-01Z	-31.0136	-31.027	4.6932	4.6802		99999	231.683361	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS490320	35.687803	PUMP (High Volume Peristaltic Pump) with ECOTriplet	ERS490320	This version can be used to provide data discovery services	TARA_20100905Z	SV Tara	TARA_068	0.22	16.787411	TARA_20100914T1330Z_068_EVENT_PUMP_P_D_(50 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000995
TARA_R100000988	SAMEA2621033	0.201517	5	This sample (TARA_R100000988) was collected during the Tara Oceans expedition (2009-2013) at station TARA_068 (latitudeN=-31.0266, longitudeE=4.665) on date/time=2010-09-14T06:55, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100000989,TARA_R100000992,TARA_R100000990.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-09-14T08:15	2010-09-14T06:55	TARA_20100914T0655Z_068_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:48:42Z	public	2014-05-01Z	-31.0263	-31.0266	4.6977	4.665		99999	231.914833	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS490285	35.68685	PUMP (High Volume Peristaltic Pump)	ERS490285	This version can be used to provide data discovery services	TARA_20100905Z	SV Tara	TARA_068	0.22	16.832058	TARA_20100914T0655Z_068_EVENT_PUMP_P_S_(5 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000988
TARA_R100000951	SAMEA2620991	1.551493	5	This sample (TARA_R100000951) was collected during the Tara Oceans expedition (2009-2013) at station TARA_067 (latitudeN=-32.2401, longitudeE=17.7103) on date/time=2010-09-07T06:19, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100000952,TARA_R100000953.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-09-07T07:44	2010-09-07T06:19	TARA_20100907T0619Z_067_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:48:42Z	public	2014-05-01Z	32.1	-32.2401	17.7	17.7103	(search radius=5 degrees) Marine Ecoregion:Agulhas Bank (MRGID:21806), Marine Ecoregion:Namaqua (MRGID:21832)	0.405607	249.351417	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS490204	34.845292	PUMP (High Volume Peristaltic Pump)	ERS490204	This version can be used to provide data discovery services	TARA_20100905Z	SV Tara	TARA_067	0.22	12.83445	TARA_20100907T0619Z_067_EVENT_PUMP_P_S_(5 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000951
TARA_R100000908	SAMEA2620967	0.424363	30	This sample (TARA_R100000908) was collected during the Tara Oceans expedition (2009-2013) at station TARA_066 (latitudeN=-34.8901, longitudeE=18.0459) on date/time=2010-07-15T15:36:10, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 30-30 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100000909,TARA_R100000910.	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-07-15T17:40	2010-07-15T15:36	TARA_20100715T1539Z_066_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:48:46Z	public	2014-05-01Z	-34.8477	-34.8901	18.1136	18.0459	(search radius=5 degrees) Marine Ecoregion:Agulhas Bank (MRGID:21806)	99999	240.4135	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS490180	35.3315	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS490180	This version can be used to provide data discovery services	TARA_20100624Z	SV Tara	TARA_066	0.22	15.01895	TARA_20100715T1539Z_066_Combined-EVENTS_CAST_MB_D_(30 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000908
TARA_R100000900	SAMEA2620947	0.250054	5	This sample (TARA_R100000900) was collected during the Tara Oceans expedition (2009-2013) at station TARA_066 (latitudeN=-34.9449, longitudeE=17.9189) on date/time=2010-07-15T12:22, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100000901,TARA_R100000902.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-07-15T14:47	2010-07-15T12:22	TARA_20100715T1222Z_066_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:48:45Z	public	2014-05-01Z	-34.8986	-34.9449	18.03	17.9189	(search radius=5 degrees) Marine Ecoregion:Agulhas Bank (MRGID:21806)	2.450991	238.916333	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS490142	35.323317	PUMP (High Volume Peristaltic Pump)	ERS490142	This version can be used to provide data discovery services	TARA_20100624Z	SV Tara	TARA_066	0.22	15.033492	TARA_20100715T1222Z_066_EVENT_PUMP_P_S_(5 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000900
