SampleID_Tara	SampleID_NCBI	SampleID_SRA	Station label	Event label	Environmental feature	"Depth, nominal"	"Size fraction, upper threshold"	Sample material	Sample method	Sample code/label	Distance	Duration	File name	Number of observations	Chlorophyll c3_min	Chlorophyll c3_first_quartile	Chlorophyll c3_median	Chlorophyll c3_third_quartile	Chlorophyll c3_max	Chlorophyll c1+c2_min	Chlorophyll c1+c2_first_quartile	Chlorophyll c1+c2_median	Chlorophyll c1+c2_third_quartile	Chlorophyll c1+c2_max	Chlorophyllide a_min	Chlorophyllide a_first_quartile	Chlorophyllide a_median	Chlorophyllide a_third_quartile	Chlorophyllide a_max	Peridinin_min	Peridinin_first_quartile	Peridinin_median	Peridinin_third_quartile	Peridinin_max	Phaeophorbide a_min	Phaeophorbide a_first_quartile	Phaeophorbide a_median	Phaeophorbide a_third_quartile	Phaeophorbide a_max	19-Butanoyloxyfucoxanthin_min	19-Butanoyloxyfucoxanthin_first_quartile	19-Butanoyloxyfucoxanthin_median	19-Butanoyloxyfucoxanthin_third_quartile	19-Butanoyloxyfucoxanthin_max	Fucoxanthin_min	Fucoxanthin_first_quartile	Fucoxanthin_median	Fucoxanthin_third_quartile	Fucoxanthin_max	Neoxanthin_min	Neoxanthin_first_quartile	Neoxanthin_median	Neoxanthin_third_quartile	Neoxanthin_max	Prasinoxanthin_min	Prasinoxanthin_first_quartile	Prasinoxanthin_median	Prasinoxanthin_third_quartile	Prasinoxanthin_max	Violaxanthin_min	Violaxanthin_first_quartile	Violaxanthin_median	Violaxanthin_third_quartile	Violaxanthin_max	19-Hexanoyloxyfucoxanthin_min	19-Hexanoyloxyfucoxanthin_first_quartile	19-Hexanoyloxyfucoxanthin_median	19-Hexanoyloxyfucoxanthin_third_quartile	19-Hexanoyloxyfucoxanthin_max	Diadinoxanthin_min	Diadinoxanthin_first_quartile	Diadinoxanthin_median	Diadinoxanthin_third_quartile	Diadinoxanthin_max	Alloxanthin_min	Alloxanthin_first_quartile	Alloxanthin_median	Alloxanthin_third_quartile	Alloxanthin_max	Diatoxanthin_min	Diatoxanthin_first_quartile	Diatoxanthin_median	Diatoxanthin_third_quartile	Diatoxanthin_max	Zeaxanthin_min	Zeaxanthin_first_quartile	Zeaxanthin_median	Zeaxanthin_third_quartile	Zeaxanthin_max	Lutein_min	Lutein_first_quartile	Lutein_median	Lutein_third_quartile	Lutein_max	Bacteriochlorophyll a_min	Bacteriochlorophyll a_first_quartile	Bacteriochlorophyll a_median	Bacteriochlorophyll a_third_quartile	Bacteriochlorophyll a_max	Divinyl chlorophyll b_min	Divinyl chlorophyll b_first_quartile	Divinyl chlorophyll b_median	Divinyl chlorophyll b_third_quartile	Divinyl chlorophyll b_max	Chlorophyll b_min	Chlorophyll b_first_quartile	Chlorophyll b_median	Chlorophyll b_third_quartile	Chlorophyll b_max	Chlorophyll b plus divinyl chlorophyll b_min	Chlorophyll b plus divinyl chlorophyll b_first_quartile	Chlorophyll b plus divinyl chlorophyll b_median	Chlorophyll b plus divinyl chlorophyll b_third_quartile	Chlorophyll b plus divinyl chlorophyll b_max	Divinyl chlorophyll a_min	Divinyl chlorophyll a_first_quartile	Divinyl chlorophyll a_median	Divinyl chlorophyll a_third_quartile	Divinyl chlorophyll a_max	Chlorophyll a_min	Chlorophyll a_first_quartile	Chlorophyll a_median	Chlorophyll a_third_quartile	Chlorophyll a_max	"Chlorophyll a, total_min"	"Chlorophyll a, total_first_quartile"	"Chlorophyll a, total_median"	"Chlorophyll a, total_third_quartile"	"Chlorophyll a, total_max"	Phaeophytin a_min	Phaeophytin a_first_quartile	Phaeophytin a_median	Phaeophytin a_third_quartile	Phaeophytin a_max	Carotene_min	Carotene_first_quartile	Carotene_median	Carotene_third_quartile	Carotene_max
TARA_R100001509	SAMEA2622331	ERS492160	TARA_109	TARA_20110512T1400Z_109_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	TARA_109_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20110512T1400Z_109_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100001509	5.5417	P00DT04H52M	tara_20110512t1855z_109_event_cast	2	0.0036	0.0036	0.0046	0.0056	0.0056	0.0075	0.0075	0.00965	0.0118	0.0118	0	0	0	0	0	0.0038	0.0038	0.0043	0.0048	0.0048	0	0	0	0	0	0.002	0.002	0.00275	0.0035	0.0035	0.003	0.003	0.004	0.005	0.005	0.004	0.004	0.005	0.006	0.006	0	0	0	0	0	0.0043	0.0043	0.00545	0.0066	0.0066	0.012	0.012	0.01525	0.0185	0.0185	0.0018	0.0018	0.0021	0.0024	0.0024	0	0	0	0	0	4.00E-04	4.00E-04	0.00045	5.00E-04	5.00E-04	0.0829	0.0829	0.09625	0.1096	0.1096	0.0099	0.0099	0.01125	0.0126	0.0126	0.0015	0.0015	0.0016	0.0017	0.0017	0.0051	0.0051	0.0058	0.0065	0.0065	0.0286	0.0286	0.03105	0.0335	0.0335	0.0337	0.0337	0.0368	0.0399	0.0399	0.0575	0.0575	0.06715	0.0768	0.0768	0.1034	0.1034	0.122	0.1406	0.1406	0.1609	0.1609	0.18915	0.2174	0.2174	0	0	0.00125	0.0025	0.0025	0.0044	0.0044	0.0101	0.0158	0.0158
TARA_R100001377	SAMEA2621548	ERS491107	TARA_085	TARA_20110106T1936Z_085_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	90	0.22	TARA_085_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20110106T1936Z_085_Combined-EVENTS_CAST_DCM_(90m)_SEQ-(FeCl3)_W<0.22_R100001377	4.8155	P00DT02H18M	tara_20110106t1718z_085_event_cast	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_R100000544	SAMEA2621448	ERS490953	TARA_082	TARA_20101206T1858Z_082_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	40	0.22	TARA_082_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20101206T1858Z_082_EVENT_PUMP_DCM_(40m)_SEQ-(FeCl3)_W<0.22_R100000544	527.2899	P04DT04H11M	tara_20101202t1446z_081_event_cast	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_R100001224	SAMEA2621271	ERS490676	TARA_078	TARA_20101104T1015Z_078_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	TARA_078_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20101104T1015Z_078_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100001224	1.1323	P00DT06H42M	"tara_20101104t1708z_078_event_cast,tara_20101105t1235z_078_event_cast"	2	0.0017	0.0017	0.00175	0.0018	0.0018	0.002	0.002	0.0021	0.0022	0.0022	0	0	0	0	0	7.00E-04	7.00E-04	8.00E-04	9.00E-04	9.00E-04	0	0	0	0	0	0.0027	0.0027	0.0027	0.0027	0.0027	0.0053	0.0053	0.0054	0.0055	0.0055	0	0	0	0	0	0	0	0	0	0	3.00E-04	3.00E-04	3.00E-04	3.00E-04	3.00E-04	0.0047	0.0047	0.00485	0.005	0.005	0.0029	0.0029	0.00325	0.0036	0.0036	0	0	0	0	0	0.0033	0.0033	0.00415	0.005	0.005	0.0221	0.0221	0.02225	0.0224	0.0224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0.0019	0.002	0.0021	0.0021	0.0019	0.0019	0.002	0.0021	0.0021	0.015	0.015	0.01505	0.0151	0.0151	0.0295	0.0295	0.0305	0.0315	0.0315	0.0445	0.0445	0.04555	0.0466	0.0466	0	0	0	0	0	0.003	0.003	0.00315	0.0033	0.0033
TARA_R100001129	SAMEA2621229	ERS490610	TARA_076	TARA_20101016T1700Z_076_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	150	0.22	TARA_076_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20101016T1700Z_076_Combined-EVENTS_CAST_DCM_(150m)_SEQ-(FeCl3)_W<0.22_R100001129	4.4524	P00DT02H44M	"tara_20101016t1415z_076_event_cast,tara_20101017t0905z_076_event_cast"	2	0.0105	0.0105	0.0114	0.0123	0.0123	0.0071	0.0071	0.00805	0.009	0.009	0	0	0	0	0	6.00E-04	6.00E-04	8.00E-04	0.001	0.001	0	0	0	0	0	0.0151	0.0151	0.01715	0.0192	0.0192	0.0023	0.0023	0.00245	0.0026	0.0026	5.00E-04	5.00E-04	6.00E-04	7.00E-04	7.00E-04	7.00E-04	7.00E-04	0.00085	0.001	0.001	0	0	0	0	0	0.0183	0.0183	0.0225	0.0267	0.0267	0.0015	0.0015	0.00165	0.0018	0.0018	0	0	0	0	0	0	0	0	0	0	0.0081	0.0081	0.0108	0.0135	0.0135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00495	0.0099	0.0099	0	0	0.00495	0.0099	0.0099	0.0317	0.0317	0.04105	0.0504	0.0504	0.0463	0.0463	0.05255	0.0588	0.0588	0.078	0.078	0.0936	0.1092	0.1092	0	0	0	0	0	0.0069	0.0069	0.00765	0.0084	0.0084
TARA_R100001126	SAMEA2621213	ERS490557	TARA_076	TARA_20101016T0955Z_076_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	TARA_076_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20101016T0955Z_076_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100001126	0.51536	P00DT04H18M	"tara_20101016t1415z_076_event_cast,tara_20101017t0905z_076_event_cast"	1	0.0011	0.0011	0.0011	0.0011	0.0011	0.0012	0.0012	0.0012	0.0012	0.0012	0	0	0	0	0	6.00E-04	6.00E-04	6.00E-04	6.00E-04	6.00E-04	0	0	0	0	0	0.0016	0.0016	0.0016	0.0016	0.0016	0.0019	0.0019	0.0019	0.0019	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042	0.0042	0.0042	0.0042	0.0042	0.0022	0.0022	0.0022	0.0022	0.0022	0	0	0	0	0	0.0016	0.0016	0.0016	0.0016	0.0016	0.0223	0.0223	0.0223	0.0223	0.0223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.00E-04	9.00E-04	9.00E-04	9.00E-04	9.00E-04	9.00E-04	9.00E-04	9.00E-04	9.00E-04	9.00E-04	0.0115	0.0115	0.0115	0.0115	0.0115	0.0164	0.0164	0.0164	0.0164	0.0164	0.0278	0.0278	0.0278	0.0278	0.0278	0	0	0	0	0	0.0022	0.0022	0.0022	0.0022	0.0022
TARA_R100001086	SAMEA2621191	ERS490522	TARA_072	TARA_20101006T0759Z_072_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	800	0.22	TARA_072_MES_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20101006T0759Z_072_Combined-EVENTS_CAST_MES_(800m)_SEQ-(FeCl3)_W<0.22_R100001086	0.00183	P00DT00H00M	"tara_20101006t0759z_072_event_cast,tara_20101005t1244z_072_event_cast"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.00E-04	7.00E-04	7.00E-04	7.00E-04	7.00E-04	7.00E-04	7.00E-04	7.00E-04	7.00E-04	7.00E-04	0	0	0	0	0	0	0	0	0	0
TARA_R100001082	SAMEA2621173	ERS490494	TARA_072	TARA_20101005T1535Z_072_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	100	0.22	TARA_072_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20101005T1535Z_072_EVENT_PUMP_DCM_(100m)_SEQ-(FeCl3)_W<0.22_R100001082	3.7626	P00DT02H52M	"tara_20101005t1244z_072_event_cast,tara_20101006t0759z_072_event_cast"	3	0.0189	0.0223	0.0325	0.035125	0.036	0.0222	0.025525	0.0355	0.037375	0.038	0	0	0	0	0	0.0067	0.00685	0.0073	0.00955	0.0103	0	0	0	0	0	0.0261	0.034975	0.0616	0.064525	0.0655	0.0052	0.00605	0.0086	0.00875	0.0088	0.0025	0.00395	0.0083	0.0098	0.0103	0.001	0.001325	0.0023	0.002375	0.0024	0.0012	0.001375	0.0019	0.00205	0.0021	0.0659	0.070425	0.084	0.09675	0.101	0.0045	0.0045	0.0045	0.00525	0.0055	0	0	0	0	0	0	0.000175	7.00E-04	0.000775	8.00E-04	0.0622	0.067325	0.0827	0.0839	0.0843	0	0	0	0	0	8.00E-04	0.000875	0.0011	0.00125	0.0013	0	0	0	0	0	0.0436	0.052575	0.0795	0.09885	0.1053	0.0436	0.052575	0.0795	0.09885	0.1053	0.1661	0.1662	0.1665	0.17985	0.1843	0.1284	0.1424	0.1844	0.19625	0.2002	0.2945	0.3086	0.3509	0.3761	0.3845	0	0	0	0	0	0.027	0.030175	0.0397	0.04105	0.0415
TARA_R100001079	SAMEA2621151	ERS490452	TARA_072	TARA_20101005T0800Z_072_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	TARA_072_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20101005T0800Z_072_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100001079	2.3031	P00DT04H42M	"tara_20101005t1244z_072_event_cast,tara_20101006t0759z_072_event_cast"	1	0.0021	0.0021	0.0021	0.0021	0.0021	0.0027	0.0027	0.0027	0.0027	0.0027	0	0	0	0	0	9.00E-04	9.00E-04	9.00E-04	9.00E-04	9.00E-04	0	0	0	0	0	0.0038	0.0038	0.0038	0.0038	0.0038	0.0018	0.0018	0.0018	0.0018	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0088	0.0088	0.0088	0.0088	0.0088	0.0031	0.0031	0.0031	0.0031	0.0031	0	0	0	0	0	9.00E-04	9.00E-04	9.00E-04	9.00E-04	9.00E-04	0.0557	0.0557	0.0557	0.0557	0.0557	0	0	0	0	0	8.00E-04	8.00E-04	8.00E-04	8.00E-04	8.00E-04	0	0	0	0	0	0.0032	0.0032	0.0032	0.0032	0.0032	0.0032	0.0032	0.0032	0.0032	0.0032	0.0367	0.0367	0.0367	0.0367	0.0367	0.0308	0.0308	0.0308	0.0308	0.0308	0.0675	0.0675	0.0675	0.0675	0.0675	0	0	0	0	0	0.0057	0.0057	0.0057	0.0057	0.0057
TARA_R100001039	SAMEA2621107	ERS490388	TARA_070	TARA_20100922T0637Z_070_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	800	0.22	TARA_070_MES_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100922T0637Z_070_Combined-EVENTS_CAST_MES_(800m)_SEQ-(FeCl3)_W<0.22_R100001039	1.2796	P00DT00H00M	"tara_20100921t1158z_070_event_cast,tara_20100922t0847z_070_event_cast"	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_R100001015	SAMEA2621085	ERS490346	TARA_070	TARA_20100921T0655Z_070_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	TARA_070_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100921T0655Z_070_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100001015	0.23967	P00DT05H02M	"tara_20100921t1158z_070_event_cast,tara_20100922t0847z_070_event_cast"	2	0.0233	0.0233	0.024	0.0247	0.0247	0.0226	0.0226	0.0227	0.0228	0.0228	0	0	0	0	0	0.0066	0.0066	0.0067	0.0068	0.0068	0	0	0	0	0	0.0384	0.0384	0.04	0.0416	0.0416	0.0103	0.0103	0.0103	0.0103	0.0103	0.0031	0.0031	0.0033	0.0035	0.0035	0	0	0	0	0	0.001	0.001	0.00105	0.0011	0.0011	0.0642	0.0642	0.06675	0.0693	0.0693	0.0104	0.0104	0.0114	0.0124	0.0124	0	0	0	0	0	0.0052	0.0052	0.0059	0.0066	0.0066	0.0375	0.0375	0.038	0.0385	0.0385	0.0037	0.0037	0.00425	0.0048	0.0048	0.0011	0.0011	0.00115	0.0012	0.0012	0	0	0	0	0	0.0446	0.0446	0.045	0.0454	0.0454	0.0446	0.0446	0.045	0.0454	0.0454	0.0433	0.0433	0.0435	0.0437	0.0437	0.1584	0.1584	0.1613	0.1642	0.1642	0.2017	0.2017	0.20475	0.2078	0.2078	0	0	0	0	0	0.009	0.009	0.0111	0.0132	0.0132
TARA_R100000995	SAMEA2621061	ERS490320	TARA_068	TARA_20100914T1330Z_068_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	0.22	TARA_068_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100914T1330Z_068_EVENT_PUMP_DCM_(50m)_SEQ-(FeCl3)_W<0.22_R100000995	3.42	P00DT18H33M	"tara_20100913t1857z_068_event_cast,tara_20100913t1708z_068_event_cast"	1	0.0484	0.0484	0.0484	0.0484	0.0484	0.0548	0.0548	0.0548	0.0548	0.0548	0	0	0	0	0	0.005	0.005	0.005	0.005	0.005	0	0	0	0	0	0.0692	0.0692	0.0692	0.0692	0.0692	0.0183	0.0183	0.0183	0.0183	0.0183	0.0038	0.0038	0.0038	0.0038	0.0038	0.0048	0.0048	0.0048	0.0048	0.0048	0.0024	0.0024	0.0024	0.0024	0.0024	0.1647	0.1647	0.1647	0.1647	0.1647	0.0111	0.0111	0.0111	0.0111	0.0111	0	0	0	0	0	0.001	0.001	0.001	0.001	0.001	0.0815	0.0815	0.0815	0.0815	0.0815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0576	0.0576	0.0576	0.0576	0.0576	0.0576	0.0576	0.0576	0.0576	0.0576	0.0944	0.0944	0.0944	0.0944	0.0944	0.3153	0.3153	0.3153	0.3153	0.3153	0.4097	0.4097	0.4097	0.4097	0.4097	0	0	0	0	0	0.0195	0.0195	0.0195	0.0195	0.0195
TARA_R100000988	SAMEA2621033	ERS490285	TARA_068	TARA_20100914T0655Z_068_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	TARA_068_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100914T0655Z_068_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000988	2.9397	P00DT11H58M	"tara_20100913t1857z_068_event_cast,tara_20100913t1708z_068_event_cast"	2	0.0231	0.0231	0.0338	0.0445	0.0445	0.0234	0.0234	0.0372	0.051	0.051	0	0	0.00125	0.0025	0.0025	0.0023	0.0023	0.00465	0.007	0.007	0	0	0	0	0	0.0265	0.0265	0.0462	0.0659	0.0659	0.0109	0.0109	0.01515	0.0194	0.0194	0.0017	0.0017	0.00255	0.0034	0.0034	0.0021	0.0021	0.0034	0.0047	0.0047	0	0	0.00155	0.0031	0.0031	0.0597	0.0597	0.11185	0.164	0.164	0.0087	0.0087	0.0196	0.0305	0.0305	0	0	0	0	0	0.002	0.002	0.00255	0.0031	0.0031	0.0637	0.0637	0.0795	0.0953	0.0953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0313	0.0313	0.039	0.0467	0.0467	0.0313	0.0313	0.039	0.0467	0.0467	0.0658	0.0658	0.0722	0.0786	0.0786	0.1852	0.1852	0.24325	0.3013	0.3013	0.251	0.251	0.3167	0.3824	0.3824	0	0	0.00455	0.0091	0.0091	0.0101	0.0101	0.01445	0.0188	0.0188
TARA_R100000951	SAMEA2620991	ERS490204	TARA_067	TARA_20100907T0619Z_067_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	TARA_067_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100907T0619Z_067_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000951	12.5038	P00DT03H36M	tara_20100907t0958z_067_event_cast	2	0.1451	0.1451	0.1759	0.2067	0.2067	0.3976	0.3976	0.5673	0.737	0.737	0.0291	0.0291	0.04345	0.0578	0.0578	0.188	0.188	0.2836	0.3792	0.3792	0.2151	0.2151	0.2919	0.3687	0.3687	0.0518	0.0518	0.07385	0.0959	0.0959	1.5115	1.5115	2.1997	2.8879	2.8879	0.0331	0.0331	0.0483	0.0635	0.0635	0.1117	0.1117	0.1434	0.1751	0.1751	0.0146	0.0146	0.0288	0.043	0.043	0.2204	0.2204	0.31475	0.4091	0.4091	0.1534	0.1534	0.3352	0.517	0.517	0.08	0.08	0.12545	0.1709	0.1709	0.0428	0.0428	0.0804	0.118	0.118	0.0548	0.0548	0.0749	0.095	0.095	0.0051	0.0051	0.0099	0.0147	0.0147	0.0074	0.0074	0.0084	0.0094	0.0094	0	0	0	0	0	0.1399	0.1399	0.1722	0.2045	0.2045	0.1399	0.1399	0.1722	0.2045	0.2045	0	0	0	0	0	3.7245	3.7245	5.42015	7.1158	7.1158	3.7535	3.7535	5.4636	7.1737	7.1737	0.0903	0.0903	0.12575	0.1612	0.1612	0.0933	0.0933	0.1334	0.1735	0.1735
TARA_R100000908	SAMEA2620967	ERS490180	TARA_066	TARA_20100715T1539Z_066_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	30	0.22	TARA_066_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100715T1539Z_066_Combined-EVENTS_CAST_DCM_(30m)_SEQ-(FeCl3)_W<0.22_R100000908	11.2044	P00DT03H09M	tara_20100715t1230z_066_event_cast	2	0.0351	0.0351	0.03835	0.0416	0.0416	0.045	0.045	0.0482	0.0514	0.0514	0.0034	0.0034	0.0046	0.0058	0.0058	0.0144	0.0144	0.0149	0.0154	0.0154	0.0242	0.0242	0.0245	0.0248	0.0248	0.025	0.025	0.0276	0.0302	0.0302	0.0273	0.0273	0.0296	0.0319	0.0319	0.0049	0.0049	0.00545	0.006	0.006	0.0142	0.0142	0.01535	0.0165	0.0165	0.0014	0.0014	0.00175	0.0021	0.0021	0.0687	0.0687	0.0761	0.0835	0.0835	0.0089	0.0089	0.0095	0.0101	0.0101	0.0102	0.0102	0.01095	0.0117	0.0117	0	0	4.00E-04	8.00E-04	8.00E-04	0.0141	0.0141	0.0143	0.0145	0.0145	0.0018	0.0018	0.0018	0.0018	0.0018	0	0	0	0	0	0	0	0	0	0	0.0807	0.0807	0.0857	0.0907	0.0907	0.0807	0.0807	0.0857	0.0907	0.0907	0	0	0	0	0	0.4287	0.4287	0.45415	0.4796	0.4796	0.4321	0.4321	0.4587	0.4853	0.4853	0.0032	0.0032	0.00365	0.0041	0.0041	0.0097	0.0097	0.01035	0.011	0.011
TARA_R100000900	SAMEA2620947	ERS490142	TARA_066	TARA_20100715T1222Z_066_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	TARA_066_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100715T1222Z_066_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000900	1.8748	P00DT00H04M	tara_20100715t1230z_066_event_cast	1	0.039	0.039	0.039	0.039	0.039	0.0461	0.0461	0.0461	0.0461	0.0461	0.0049	0.0049	0.0049	0.0049	0.0049	0.0148	0.0148	0.0148	0.0148	0.0148	0.0244	0.0244	0.0244	0.0244	0.0244	0.0271	0.0271	0.0271	0.0271	0.0271	0.0302	0.0302	0.0302	0.0302	0.0302	0.0051	0.0051	0.0051	0.0051	0.0051	0.0139	0.0139	0.0139	0.0139	0.0139	0.0013	0.0013	0.0013	0.0013	0.0013	0.0746	0.0746	0.0746	0.0746	0.0746	0.0099	0.0099	0.0099	0.0099	0.0099	0.0108	0.0108	0.0108	0.0108	0.0108	0.0015	0.0015	0.0015	0.0015	0.0015	0.0139	0.0139	0.0139	0.0139	0.0139	0.0021	0.0021	0.0021	0.0021	0.0021	6.00E-04	6.00E-04	6.00E-04	6.00E-04	6.00E-04	0	0	0	0	0	0.0827	0.0827	0.0827	0.0827	0.0827	0.0827	0.0827	0.0827	0.0827	0.0827	0	0	0	0	0	0.4416	0.4416	0.4416	0.4416	0.4416	0.4465	0.4465	0.4465	0.4465	0.4465	0.0031	0.0031	0.0031	0.0031	0.0031	0.0097	0.0097	0.0097	0.0097	0.0097
TARA_R100001198	SAMEA2620925	ERS490120	TARA_065	TARA_20100712T1106Z_065_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	30	0.22	TARA_065_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100712T1106Z_065_Combined-EVENTS_CAST_DCM_(30m)_SEQ-(FeCl3)_W<0.22_R100001198	761.6375	P03DT01H23M	tara_20100715t1230z_066_event_cast	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
