sample_event_ID	sample_Alias	ArchiveID_biosample	Description	ENA checklist	INSDC center name	ArchiveID_SRAaccession	sample_name	upper_filtration_size	lower_filtration_size	ammonia	chlorophyll	collection_dateTime	depth	diss_oxygen	env_biome	env_feature	env_package	geo_loc_name	lat	lon	nitrate	nitrite	pH	phosphate	salinity	silicate	temp	total_depth_water_col	urea
SE_85	jcvi_beyster_201508_GS762_0p1	SAMEA3512173	"Water sample taken on 2010-09-07 12:40 PM +0000 from site GS762 (lat:42.435883, long:28.135767), 0.1-�m filter fraction. Samples were collected by filtering 230L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Bulgaria, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Bulgaria as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819322	GS762	0.8	0.1	0.187	0.56	2010-09-07T12:40:00	0.30487806	5.3	ocean biome	Open OCean	water	Temperate Northern Atlantic:Black Sea:Black Sea Marine Ecoregion:Bulgaria	42.435883	28.135767	0.765	<0.03 (below detection)	8.2	<0.03 (below detection)	16.23	5.017	24.26	76.21951	0.608
SE_85	jcvi_beyster_201508_GS763_3p0	SAMEA3512178	"Water sample taken on 2010-09-07 12:40 PM +0000 from site GS763 (lat:42.435883, long:28.135767), 3.0-�m filter fraction. Samples were collected by filtering 200L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Bulgaria, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Bulgaria as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819327	GS763	20	3	0.207	0.5	2010-09-07T12:40:00	60	7.3	ocean biome	Open Ocean	water	Temperate Northern Atlantic:Black Sea:Black Sea Marine Ecoregion:Bulgaria	42.435883	28.135767	1.022	<0.03 (below detection)	7.8	<0.03 (below detection)	18.04	5.018	8.07	76.21951	0.467
SE_85	jcvi_beyster_201508_GS763_0p8	SAMEA3512177	"Water sample taken on 2010-09-07 12:40 PM +0000 from site GS763 (lat:42.435883, long:28.135767), 0.8-�m filter fraction. Samples were collected by filtering 200L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Bulgaria, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Bulgaria as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819326	GS763	3	0.8	0.207	0.5	2010-09-07T12:40:00	60	7.3	ocean biome	Open Ocean	water	Temperate Northern Atlantic:Black Sea:Black Sea Marine Ecoregion:Bulgaria	42.435883	28.135767	1.022	<0.03 (below detection)	7.8	<0.03 (below detection)	18.04	5.018	8.07	76.21951	0.467
SE_85	jcvi_beyster_201508_GS763_0p1	SAMEA3512176	"Water sample taken on 2010-09-07 12:40 PM +0000 from site GS763 (lat:42.435883, long:28.135767), 0.1-�m filter fraction. Samples were collected by filtering 200L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Bulgaria, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Bulgaria as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819325	GS763	0.8	0.1	0.207	0.5	2010-09-07T12:40:00	60	7.3	ocean biome	Open Ocean	water	Temperate Northern Atlantic:Black Sea:Black Sea Marine Ecoregion:Bulgaria	42.435883	28.135767	1.022	<0.03 (below detection)	7.8	<0.03 (below detection)	18.04	5.018	8.07	76.21951	0.467
SE_86	jcvi_beyster_201508_GS776_3p0	SAMEA3512181	"Water sample taken on 2010-09-13 09:30 AM +0000 from site GS776 (lat:38.827732, long:22.772516), 3.0-�m filter fraction. Samples were collected by filtering 400L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Greece, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Greece as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819330	GS776	20	3	0.428	0.43	2010-09-13T09:30:00	0.30487806	4.6	ocean biome	Coastal	water	"Temperate Northern Atlantic:Mediterranean Sea:Aegean Sea Marine Ecoregion:Malian Gulf:Maliakos Bay, Greece"	38.827732	22.772516	<0.03 (below detection)	BD	8.1	<0.03 (below detection)	35.63	4.693	25.11	40.85366	2.113
SE_86	jcvi_beyster_201508_GS776_0p8	SAMEA3512180	"Water sample taken on 2010-09-13 09:30 AM +0000 from site GS776 (lat:38.827732, long:22.772516), 0.8-�m filter fraction. Samples were collected by filtering 400L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Greece, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Greece as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819329	GS776	3	0.8	0.428	0.43	2010-09-13T09:30:00	0.30487806	4.6	ocean biome	Coastal	water	"Temperate Northern Atlantic:Mediterranean Sea:Aegean Sea Marine Ecoregion:Malian Gulf:Maliakos Bay, Greece"	38.827732	22.772516	<0.03 (below detection)	BD	8.1	<0.03 (below detection)	35.63	4.693	25.11	40.85366	2.113
SE_86	jcvi_beyster_201508_GS776_0p1	SAMEA3512179	"Water sample taken on 2010-09-13 09:30 AM +0000 from site GS776 (lat:38.827732, long:22.772516), 0.1-�m filter fraction. Samples were collected by filtering 400L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Greece, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Greece as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819328	GS776	0.8	0.1	0.428	0.43	2010-09-13T09:30:00	0.30487806	4.6	ocean biome	Coastal	water	"Temperate Northern Atlantic:Mediterranean Sea:Aegean Sea Marine Ecoregion:Malian Gulf:Maliakos Bay, Greece"	38.827732	22.772516	<0.03 (below detection)	BD	8.1	<0.03 (below detection)	35.63	4.693	25.11	40.85366	2.113
SE_86	jcvi_beyster_201508_GS777_3p0	SAMEA3512184	"Water sample taken on 2010-09-13 09:30 AM +0000 from site GS777 (lat:38.827732, long:22.772516), 3.0-�m filter fraction. Samples were collected by filtering 200L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Greece, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Greece as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819333	GS777	20	3	0.271	0.86	2010-09-13T09:30:00	33	5.2	ocean biome	Coastal	water	"Temperate Northern Atlantic:Mediterranean Sea:Aegean Sea Marine Ecoregion:Malian Gulf:Maliakos Bay, Greece"	38.827732	22.772516	1.588	0.102	8	<0.03 (below detection)	37.36	9.55	18.22	40.85366	0.808
SE_86	jcvi_beyster_201508_GS777_0p8	SAMEA3512183	"Water sample taken on 2010-09-13 09:30 AM +0000 from site GS777 (lat:38.827732, long:22.772516), 0.8-�m filter fraction. Samples were collected by filtering 200L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Greece, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Greece as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819332	GS777	3	0.8	0.271	0.86	2010-09-13T09:30:00	33	5.2	ocean biome	Coastal	water	"Temperate Northern Atlantic:Mediterranean Sea:Aegean Sea Marine Ecoregion:Malian Gulf:Maliakos Bay, Greece"	38.827732	22.772516	1.588	0.102	8	<0.03 (below detection)	37.36	9.55	18.22	40.85366	0.808
SE_86	jcvi_beyster_201508_GS777_0p1	SAMEA3512182	"Water sample taken on 2010-09-13 09:30 AM +0000 from site GS777 (lat:38.827732, long:22.772516), 0.1-�m filter fraction. Samples were collected by filtering 200L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Greece, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Greece as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819331	GS777	0.8	0.1	0.271	0.86	2010-09-13T09:30:00	33	5.2	ocean biome	Coastal	water	"Temperate Northern Atlantic:Mediterranean Sea:Aegean Sea Marine Ecoregion:Malian Gulf:Maliakos Bay, Greece"	38.827732	22.772516	1.588	0.102	8	<0.03 (below detection)	37.36	9.55	18.22	40.85366	0.808
SE_87	jcvi_beyster_201508_GS779_0p1	SAMEA3512185	"Water sample taken on 2010-09-16 09:00 AM +0000 from site GS779 (lat:36.383133, long:25.393566), 0.1-�m filter fraction. Samples were collected by filtering 400L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Greece, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Greece as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819334	GS779	0.8	0.1	0.37	0.36	2010-09-16T09:00:00	0.30487806	4.6	ocean biome	Coastal	water	"Temperate Northern Atlantic:Mediterranean Sea:Aegean Sea Marine Ecoregion:Santorini, Greece"	36.383133	25.393566	0.244	<0.03 (below detection)	7.9	<0.03 (below detection)	39.5	3.162	24.65	304.87805	2.178
SE_88	jcvi_beyster_201508_GS781_0p1	SAMEA3512186	"Water sample taken on 2010-09-16 01:50 PM +0000 from site GS781 (lat:36.400368, long:25.390034), 0.1-�m filter fraction. Samples were collected by filtering 100L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Greece, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Greece as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819335	GS781	0.8	0.1	37.221	5.3	2010-09-16T13:50:00	0.30487806	4.2	ocean biome	Coastal	water	"Temperate Northern Atlantic:Mediterranean Sea:Aegean Sea Marine Ecoregion:Santorini, Greece"	36.400368	25.390034	0.693	<0.03 (below detection)	5.3	0.062	39	130.335	32	0.91463417	5.028
SE_89	jcvi_beyster_201508_GS786_3p0	SAMEA3512189	"Water sample taken on 2010-09-28 07:30 AM +0000 from site GS786 (lat:42.488335, long:3.145001), 3.0-�m filter fraction. Samples were collected by filtering 120L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of France, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge France as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819338	GS786	20	3	0.401		2010-09-28T07:30:00	3		ocean biome	Coastal	water	"Temperate Northern Atlantic:Mediterranean Sea:Western Mediterranean Marine Ecoregion:Banyoles-sur-Mer, France"	42.488335	3.145001	0.179	<0.03 (below detection)		<0.03 (below detection)	37.8	1.566	19.3	26.82927	0.795
SE_89	jcvi_beyster_201508_GS786_0p8	SAMEA3512188	"Water sample taken on 2010-09-28 07:30 AM +0000 from site GS786 (lat:42.488335, long:3.145001), 0.8-�m filter fraction. Samples were collected by filtering 120L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of France, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge France as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819337	GS786	3	0.8	0.401		2010-09-28T07:30:00	3		ocean biome	Coastal	water	"Temperate Northern Atlantic:Mediterranean Sea:Western Mediterranean Marine Ecoregion:Banyoles-sur-Mer, France"	42.488335	3.145001	0.179	<0.03 (below detection)		<0.03 (below detection)	37.8	1.566	19.3	26.82927	0.795
SE_89	jcvi_beyster_201508_GS786_0p1	SAMEA3512187	"Water sample taken on 2010-09-28 07:30 AM +0000 from site GS786 (lat:42.488335, long:3.145001), 0.1-�m filter fraction. Samples were collected by filtering 120L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of France, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge France as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819336	GS786	0.8	0.1	0.401		2010-09-28T07:30:00	3		ocean biome	Coastal	water	"Temperate Northern Atlantic:Mediterranean Sea:Western Mediterranean Marine Ecoregion:Banyoles-sur-Mer, France"	42.488335	3.145001	0.179	<0.03 (below detection)		<0.03 (below detection)	37.8	1.566	19.3	26.82927	0.795
SE_90	jcvi_beyster_201508_GS793_0p1	SAMEA3512190	"Water sample taken on 2010-11-19 08:30 PM +0000 from site GS793 (lat:27.863716, long:-13.68155), 0.1-�m filter fraction. Samples were collected by filtering 400L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Spain, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Spain as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819339	GS793	0.8	0.1	0.362	0.36	2010-11-19T20:30:00	1	4.9	ocean biome	Open Ocean	water	Spain: Temperate Northern Atlantic:Lusitanian:Saharan Upwelling Marine Ecoregion:Canary Islands	27.863716	-13.68155	0.087	<0.03 (below detection)	8.1	<0.03 (below detection)	36.67	0.915	22.21	1341.4634	1.088
SE_90	jcvi_beyster_201508_GS794_0p1	SAMEA3512191	"Water sample taken on 2010-11-19 08:30 PM +0000 from site GS794 (lat:27.863716, long:-13.68155), 0.1-�m filter fraction. Samples were collected by filtering 200L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Spain, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Spain as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819340	GS794	0.8	0.1	0.387	0.9	2010-11-19T20:30:00	90.00001	5.1	ocean biome	Open Ocean	water	Spain: Temperate Northern Atlantic:Lusitanian:Saharan Upwelling Marine Ecoregion:Canary Islands	27.863716	-13.68155	0.097	<0.03 (below detection)	8.1	<0.03 (below detection)	36.57	0.598	19.87	1341.4634	1.408
SE_91	jcvi_beyster_201508_GS809_0p1	SAMEA3512192	"Water sample taken on 2010-12-04 03:40 PM +0000 from site GS809 (lat:17.540632, long:-51.638252), 0.1-�m filter fraction. Samples were collected by filtering 400L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819341	GS809	0.8	0.1	0.302	0.23	2010-12-04T15:40:00	1	4.47	ocean biome	Open Ocean	water	North Atlantic Ocean:Open Ocean:International Waters East of Carribean Sea	17.540632	-51.638252	<0.03 (below detection)	BD	8.2	<0.03 (below detection)	36.49	1.727	27.72	3780.4878	0.916
SE_91	jcvi_beyster_201508_GS810_0p1	SAMEA3512193	"Water sample taken on 2010-12-04 03:40 PM +0000 from site GS810 (lat:17.540632, long:-51.638252), 0.1-�m filter fraction. Samples were collected by filtering 200L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819342	GS810	0.8	0.1	0.167	0.65	2010-12-04T15:40:00	101	4.6	ocean biome	Open Ocean	water	North Atlantic Ocean:Open Ocean:International Waters East of Carribean Sea	17.540632	-51.638252	<0.03 (below detection)	BD	8.2	<0.03 (below detection)	37.2	1.002	25.26	3780.4878	0.515
